article_id,doi,article_url,source_issue_url,journal_key,journal_title,year,volume,issue_number,title_raw,title_clean_initial,authors,publication_date,online_publication_date,article_type,abstract_text,n_keywords,title_len,pub_year
10.1016/s0197-4556(05)00055-9,10.1016/s0197-4556(05)00055-9,https://linkinghub.elsevier.com/retrieve/pii/S0197455605000559,,arts_in_psychotherapy,arts_in_psychotherapy,2005,32.0,3.0,Notice,Notice,,2005,,journal-article,,0,6,2005.0
10.1016/j.aip.2006.01.003,10.1016/j.aip.2006.01.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000177,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,Book review,Book review,Chris C. Baker,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2006.05.003,10.1016/j.aip.2006.05.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000487,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,4.0,Book review,Book review,Roberta Shoemaker-Beal,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2006.09.003,10.1016/j.aip.2006.09.003,https://linkinghub.elsevier.com/retrieve/pii/S019745560600089X,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,5.0,Book review,Book review,Christine Turner,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2005.12.001,10.1016/j.aip.2005.12.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455605001139,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,3.0,Book review,Book review,Roberta Shoemaker-Beal,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2005.12.002,10.1016/j.aip.2005.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455605001127,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,Book review,Book review,Cynthia F. Berrol,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2006.05.002,10.1016/j.aip.2006.05.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000475,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,4.0,Book review,Book review,Diana Milia,2006,,journal-article,,0,11,2006.0
10.1016/j.aip.2006.01.004,10.1016/j.aip.2006.01.004,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000165,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,Book review,Book review,Mitchell Kossak,2006,,journal-article,,0,11,2006.0
10.1016/s0197-4556(06)00071-2,10.1016/s0197-4556(06)00071-2,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000712,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,4.0,Editoral Board,Editoral Board,,2006,,journal-article,,0,14,2006.0
10.1016/s0197-4556(06)00094-3,10.1016/s0197-4556(06)00094-3,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000943,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,5.0,Editoral Board,Editoral Board,,2006,,journal-article,,0,14,2006.0
10.1016/s0197-4556(06)00010-4,10.1016/s0197-4556(06)00010-4,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000104,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,1.0,Guide for Authors,Guide for Authors,,2006,,journal-article,,0,17,2006.0
10.1016/s0197-4556(06)00034-7,10.1016/s0197-4556(06)00034-7,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000347,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,Guide for Authors,Guide for Authors,,2006,,journal-article,,0,17,2006.0
10.1016/s0197-4556(06)00099-2,10.1016/s0197-4556(06)00099-2,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000992,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,5.0,Guide for Authors,Guide for Authors,,2006,,journal-article,,0,17,2006.0
10.1016/s0197-4556(06)00076-1,10.1016/s0197-4556(06)00076-1,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000761,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,4.0,Guide for Authors,Guide for Authors,,2006,,journal-article,,0,17,2006.0
10.1016/s0197-4556(06)00060-8,10.1016/s0197-4556(06)00060-8,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000608,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,3.0,Guide for Authors,Guide for Authors,,2006,,journal-article,,0,17,2006.0
10.1016/s0197-4556(06)00029-3,10.1016/s0197-4556(06)00029-3,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000293,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,Inside front cover / Editoral board,Inside front cover / Editoral board,,2006,,journal-article,,0,35,2006.0
10.1016/s0197-4556(06)00005-0,10.1016/s0197-4556(06)00005-0,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000050,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,1.0,Inside front cover / Editoral board,Inside front cover / Editoral board,,2006,,journal-article,,0,35,2006.0
10.1016/s0197-4556(06)00063-3,10.1016/s0197-4556(06)00063-3,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000633,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,3.0,New Books of Potential Interest,New Books of Potential Interest,,2006,,journal-article,,0,31,2006.0
10.1016/s0197-4556(06)00027-x,10.1016/s0197-4556(06)00027-x,https://linkinghub.elsevier.com/retrieve/pii/S019745560600027X,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,2.0,New Books of Potential Interest,New Books of Potential Interest,,2006,,journal-article,,0,31,2006.0
10.1016/s0197-4556(06)00003-7,10.1016/s0197-4556(06)00003-7,https://linkinghub.elsevier.com/retrieve/pii/S0197455606000037,,arts_in_psychotherapy,arts_in_psychotherapy,2006,33.0,1.0,New Books of Potential Interest,New Books of Potential Interest,,2006,,journal-article,,0,31,2006.0
10.1016/j.aip.2006.11.003,10.1016/j.aip.2006.11.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455606001110,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,1.0,Book review,Book review,Nancy Slater,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.04.001,10.1016/j.aip.2007.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000433,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,3.0,Book review,Book review,Maxine Borowsky Junge,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.01.005,10.1016/j.aip.2007.01.005,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000226,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,2.0,Book review,Book review,Darlene Brooks,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.08.002,10.1016/j.aip.2007.08.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000688,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,5.0,Book review,Book review,Frances F. Kaplan,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.08.001,10.1016/j.aip.2007.08.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000676,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,5.0,Book review,Book review,Barbara L. Wheeler,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.06.001,10.1016/j.aip.2007.06.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000597,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,4.0,Book review,Book review,Christine A. Korb,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2006.11.002,10.1016/j.aip.2006.11.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455606001109,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,1.0,Book review,Book review,Susan Kierr,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.01.006,10.1016/j.aip.2007.01.006,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000238,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,2.0,Book review,Book review,Donna J. Betts,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.04.002,10.1016/j.aip.2007.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000445,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,3.0,Book review,Book review,Beth A. Lucchi,2007,,journal-article,,0,11,2007.0
10.1016/j.aip.2007.06.002,10.1016/j.aip.2007.06.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000603,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,4.0,Book review,Book review,Susan C. Gardstrom,2007,,journal-article,,0,11,2007.0
10.1016/s0197-4556(07)00102-5,10.1016/s0197-4556(07)00102-5,https://linkinghub.elsevier.com/retrieve/pii/S0197455607001025,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,5.0,Editoral Board,Editoral Board,,2007,,journal-article,,0,14,2007.0
10.1016/s0197-4556(07)00031-7,10.1016/s0197-4556(07)00031-7,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000317,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,2.0,Editoral Board,Editoral Board,,2007,,journal-article,,0,14,2007.0
10.1016/s0197-4556(07)00007-x,10.1016/s0197-4556(07)00007-x,https://linkinghub.elsevier.com/retrieve/pii/S019745560700007X,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,1.0,Editoral Board,Editoral Board,,2007,,journal-article,,0,14,2007.0
10.1016/s0197-4556(07)00050-0,10.1016/s0197-4556(07)00050-0,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000500,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,3.0,Editoral Board,Editoral Board,,2007,,journal-article,,0,14,2007.0
10.1016/s0197-4556(07)00036-6,10.1016/s0197-4556(07)00036-6,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000366,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,2.0,Guide for Authors,Guide for Authors,,2007,,journal-article,,0,17,2007.0
10.1016/s0197-4556(07)00012-3,10.1016/s0197-4556(07)00012-3,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000123,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,1.0,Guide for Authors,Guide for Authors,,2007,,journal-article,,0,17,2007.0
10.1016/s0197-4556(07)00055-x,10.1016/s0197-4556(07)00055-x,https://linkinghub.elsevier.com/retrieve/pii/S019745560700055X,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,3.0,Guide for Authors,Guide for Authors,,2007,,journal-article,,0,17,2007.0
10.1016/s0197-4556(07)00107-4,10.1016/s0197-4556(07)00107-4,https://linkinghub.elsevier.com/retrieve/pii/S0197455607001074,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,5.0,Guide for Authors,Guide for Authors,,2007,,journal-article,,0,17,2007.0
10.1016/s0197-4556(07)00079-2,10.1016/s0197-4556(07)00079-2,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000792,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,4.0,Guide for Authors,Guide for Authors,,2007,,journal-article,,0,17,2007.0
10.1016/j.aip.2006.12.001,10.1016/j.aip.2006.12.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455606001122,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,1.0,News and Notes,News and Notes,,2007,,journal-article,,0,14,2007.0
10.1016/j.aip.2007.02.003,10.1016/j.aip.2007.02.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455607000263,,arts_in_psychotherapy,arts_in_psychotherapy,2007,34.0,2.0,News and Notes,News and Notes,,2007,,journal-article,,0,14,2007.0
10.1016/j.aip.2008.08.002,10.1016/j.aip.2008.08.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000671,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,5.0,Book review,Book review,J.L. Murdoch,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2008.02.002,10.1016/j.aip.2008.02.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000191,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,2.0,Book review,Book review,Karen D. Goodman,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2008.02.001,10.1016/j.aip.2008.02.001,https://linkinghub.elsevier.com/retrieve/pii/S019745560800018X,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,2.0,Book review,Book review,Nancy Slater,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2007.12.004,10.1016/j.aip.2007.12.004,https://linkinghub.elsevier.com/retrieve/pii/S0197455607001232,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,1.0,Book review,Book review,Barbara Banchero; Patrizia Pallaro,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2007.12.003,10.1016/j.aip.2007.12.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455607001220,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,1.0,Book review,Book review,Sarah C. Slayton,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2008.04.001,10.1016/j.aip.2008.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000397,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,3.0,Book review,Book review,Dolores Nicoll,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2008.08.001,10.1016/j.aip.2008.08.001,https://linkinghub.elsevier.com/retrieve/pii/S019745560800066X,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,5.0,Book review,Book review,Myra F. Levick,2008,,journal-article,,0,11,2008.0
10.1016/j.aip.2008.06.002,10.1016/j.aip.2008.06.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000555,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,4.0,Book review,Book review,Diana Milia,2008,,journal-article,,0,11,2008.0
10.1016/s0197-4556(08)00071-3,10.1016/s0197-4556(08)00071-3,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000713,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,4.0,Editoral Board,Editoral Board,,2008,,journal-article,,0,14,2008.0
10.1016/s0197-4556(08)00027-0,10.1016/s0197-4556(08)00027-0,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000270,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,2.0,Editoral Board,Editoral Board,,2008,,journal-article,,0,14,2008.0
10.1016/s0197-4556(08)00008-7,10.1016/s0197-4556(08)00008-7,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000087,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,1.0,Editoral Board,Editoral Board,,2008,,journal-article,,0,14,2008.0
10.1016/s0197-4556(08)00046-4,10.1016/s0197-4556(08)00046-4,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000464,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,3.0,Editoral Board,Editoral Board,,2008,,journal-article,,0,14,2008.0
10.1016/s0197-4556(08)00032-4,10.1016/s0197-4556(08)00032-4,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000324,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,2.0,Guide for Authors,Guide for Authors,,2008,,journal-article,,0,17,2008.0
10.1016/s0197-4556(08)00051-8,10.1016/s0197-4556(08)00051-8,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000518,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,3.0,Guide for Authors,Guide for Authors,,2008,,journal-article,,0,17,2008.0
10.1016/s0197-4556(08)00013-0,10.1016/s0197-4556(08)00013-0,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000130,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,1.0,Guide for Authors,Guide for Authors,,2008,,journal-article,,0,17,2008.0
10.1016/s0197-4556(08)00093-2,10.1016/s0197-4556(08)00093-2,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000932,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,5.0,Guide for Authors,Guide for Authors,,2008,,journal-article,,0,17,2008.0
10.1016/s0197-4556(08)00076-2,10.1016/s0197-4556(08)00076-2,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000762,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,4.0,Guide for Authors,Guide for Authors,,2008,,journal-article,,0,17,2008.0
10.1016/j.aip.2008.04.003,10.1016/j.aip.2008.04.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455608000415,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,3.0,News And Notes,News And Notes,,2008,,journal-article,,0,14,2008.0
10.1016/j.aip.2007.12.001,10.1016/j.aip.2007.12.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455607001207,,arts_in_psychotherapy,arts_in_psychotherapy,2008,35.0,1.0,News And Notes,News And Notes,,2008,,journal-article,,0,14,2008.0
10.1016/j.aip.2008.12.002,10.1016/j.aip.2008.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455608001056,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,1.0,Book review,Book review,Frances F. Kaplan,2009-2,,journal-article,,0,11,
10.1016/j.aip.2008.12.003,10.1016/j.aip.2008.12.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455608001068,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,1.0,Book review,Book review,Bobbi Kidder,2009-2,,journal-article,,0,11,
10.1016/j.aip.2009.02.002,10.1016/j.aip.2009.02.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000288,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,3.0,Book review,Book review,Christine Korb,2009-7,,journal-article,,0,11,
10.1016/j.aip.2009.02.001,10.1016/j.aip.2009.02.001,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000276,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,3.0,Book review,Book review,Margaret Hartsook,2009-7,,journal-article,,0,11,
10.1016/j.aip.2009.04.002,10.1016/j.aip.2009.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000562,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,4.0,Book review,Book review,Mychelle Moritz,2009-9,,journal-article,,0,11,
10.1016/j.aip.2009.04.003,10.1016/j.aip.2009.04.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000550,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,4.0,Book review,Book review,Diana Milia,2009-9,,journal-article,,0,11,
10.1016/j.aip.2009.06.003,10.1016/j.aip.2009.06.003,https://linkinghub.elsevier.com/retrieve/pii/S019745560900077X,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,5.0,Book review,Book review,Susan Kierr,2009-11,,journal-article,,0,11,
10.1016/j.aip.2009.05.003,10.1016/j.aip.2009.05.003,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000690,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,5.0,Book review,Book review,Myra F. Levick,2009-11,,journal-article,,0,11,
10.1016/s0197-4556(09)00009-4,10.1016/s0197-4556(09)00009-4,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000094,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,1.0,Editoral Board,Editoral Board,,2009-2,,journal-article,,0,14,
10.1016/s0197-4556(09)00037-9,10.1016/s0197-4556(09)00037-9,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000379,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,2.0,Editoral Board,Editoral Board,,2009-4,,journal-article,,0,14,
10.1016/s0197-4556(09)00061-6,10.1016/s0197-4556(09)00061-6,https://linkinghub.elsevier.com/retrieve/pii/S0197455609000616,,arts_in_psychotherapy,arts_in_psychotherapy,2009,36.0,3.0,Editorial Board,Editorial Board,,2009-7,,journal-article,,0,15,
