rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
29,psychoanalytic_psychotherapy,1990-2009,trust app,terms_bigram,399,11765,6,2,1.5038,0.017,1.4868,76.479,2.893101,trust app,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,trust app,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
30,psychoanalytic_psychotherapy,1990-2009,milton jane,terms_bigram,399,11765,6,3,1.5038,0.0255,1.4783,54.6279,2.876561,milton jane,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,milton jane,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
31,psychoanalytic_psychotherapy,1990-2009,ham common,terms_bigram,399,11765,6,3,1.5038,0.0255,1.4783,54.6279,2.876561,ham common,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ham common,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
32,psychoanalytic_psychotherapy,1990-2009,common richmond,terms_bigram,399,11765,6,3,1.5038,0.0255,1.4783,54.6279,2.876561,common richmond,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,common richmond,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
33,psychoanalytic_psychotherapy,1990-2009,marcus evans,terms_bigram,399,11765,6,3,1.5038,0.0255,1.4783,54.6279,2.876561,marcus evans,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,marcus evans,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
34,psychoanalytic_psychotherapy,1990-2009,evans marcus,terms_bigram,399,11765,6,3,1.5038,0.0255,1.4783,54.6279,2.876561,evans marcus,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,evans marcus,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
35,psychoanalytic_psychotherapy,1990-2009,application thinking,terms_bigram,399,11765,6,5,1.5038,0.0425,1.4613,34.7632,2.843482,application thinking,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,application thinking,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
36,psychoanalytic_psychotherapy,1990-2009,julian stern,terms_bigram,399,11765,6,6,1.5038,0.051,1.4528,29.415,2.826942,julian stern,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,julian stern,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
37,psychoanalytic_psychotherapy,1990-2009,eating disorder,terms_bigram,399,11765,6,9,1.5038,0.0765,1.4273,20.1261,2.777322,eating disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,eating disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
38,psychoanalytic_psychotherapy,1990-2009,make sense,terms_bigram,399,11765,7,51,1.7544,0.4335,1.3209,4.2837,2.746728,make sense,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,make sense,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
39,psychoanalytic_psychotherapy,1990-2009,severe mental,terms_bigram,399,11765,6,12,1.5038,0.102,1.4018,15.2958,2.727703,severe mental,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,severe mental,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
40,psychoanalytic_psychotherapy,1990-2009,primary care,terms_bigram,399,11765,6,14,1.5038,0.119,1.3848,13.186,2.694623,primary care,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,primary care,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
41,psychoanalytic_psychotherapy,1990-2009,child adolescent,terms_bigram,399,11765,8,95,2.005,0.8075,1.1975,2.6181,2.631248,child adolescent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,child adolescent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
42,psychoanalytic_psychotherapy,1990-2009,personality disorder,terms_bigram,399,11765,9,131,2.2556,1.1135,1.1422,2.125,2.629937,personality disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,personality disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
43,psychoanalytic_psychotherapy,1990-2009,anorexia nervosa,terms_bigram,399,11765,6,22,1.5038,0.187,1.3168,8.4977,2.562305,anorexia nervosa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,anorexia nervosa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
44,psychoanalytic_psychotherapy,1990-2009,young people,terms_bigram,399,11765,6,28,1.5038,0.238,1.2658,6.7087,2.463066,young people,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,young people,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
45,psychoanalytic_psychotherapy,1990-2009,essay prize,terms_bigram,399,11765,6,32,1.5038,0.272,1.2318,5.883,2.396906,essay prize,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essay prize,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
46,psychoanalytic_psychotherapy,1990-2009,carried out,terms_bigram,399,11765,8,115,2.005,0.9775,1.0275,2.1647,2.257729,carried out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,carried out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
47,psychoanalytic_psychotherapy,1990-2009,improve quality,terms_bigram,399,11765,5,0,1.2531,0.0,1.2531,323.565,2.245313,improve quality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,improve quality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
48,psychoanalytic_psychotherapy,1990-2009,lucas psychotic,terms_bigram,399,11765,5,0,1.2531,0.0,1.2531,323.565,2.245313,lucas psychotic,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,lucas psychotic,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
49,psychoanalytic_psychotherapy,1990-2009,woodford bridge,terms_bigram,399,11765,5,0,1.2531,0.0,1.2531,323.565,2.245313,woodford bridge,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,woodford bridge,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
50,psychoanalytic_psychotherapy,1990-2009,counselling service,terms_bigram,399,11765,5,0,1.2531,0.0,1.2531,323.565,2.245313,counselling service,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,counselling service,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
51,psychoanalytic_psychotherapy,1990-2009,chiesa marco,terms_bigram,399,11765,5,0,1.2531,0.0,1.2531,323.565,2.245313,chiesa marco,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,chiesa marco,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
52,psychoanalytic_psychotherapy,1990-2009,health care,terms_bigram,399,11765,6,42,1.5038,0.357,1.1468,4.4988,2.231508,health care,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,health care,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
53,psychoanalytic_psychotherapy,1990-2009,antony garelick,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,antony garelick,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,antony garelick,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
54,psychoanalytic_psychotherapy,1990-2009,submitted theme,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,submitted theme,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,submitted theme,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
55,psychoanalytic_psychotherapy,1990-2009,members educational,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,members educational,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,members educational,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
56,psychoanalytic_psychotherapy,1990-2009,sector expect,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,sector expect,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,sector expect,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
57,psychoanalytic_psychotherapy,1990-2009,judged members,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,judged members,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,judged members,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
58,psychoanalytic_psychotherapy,1990-2009,prize best,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,prize best,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,prize best,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
59,psychoanalytic_psychotherapy,1990-2009,annual essay,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,annual essay,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,annual essay,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
60,psychoanalytic_psychotherapy,1990-2009,runners-up app,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,runners-up app,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,runners-up app,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
61,psychoanalytic_psychotherapy,1990-2009,essays considered,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,essays considered,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essays considered,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
62,psychoanalytic_psychotherapy,1990-2009,app offers,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,app offers,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,app offers,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
63,psychoanalytic_psychotherapy,1990-2009,trust members,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,trust members,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,trust members,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
64,psychoanalytic_psychotherapy,1990-2009,offers annual,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,offers annual,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,offers annual,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
65,psychoanalytic_psychotherapy,1990-2009,publish winning,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,publish winning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publish winning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
66,psychoanalytic_psychotherapy,1990-2009,theme application,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,theme application,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,theme application,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
67,psychoanalytic_psychotherapy,1990-2009,journal essays,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,journal essays,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,journal essays,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
68,psychoanalytic_psychotherapy,1990-2009,provided previously,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,provided previously,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,provided previously,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
69,psychoanalytic_psychotherapy,1990-2009,board essays,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,board essays,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,board essays,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
70,psychoanalytic_psychotherapy,1990-2009,winning runners-up,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,winning runners-up,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,winning runners-up,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
71,psychoanalytic_psychotherapy,1990-2009,essays judged,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,essays judged,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essays judged,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
72,psychoanalytic_psychotherapy,1990-2009,expect publish,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,expect publish,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,expect publish,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
73,psychoanalytic_psychotherapy,1990-2009,considered provided,terms_bigram,399,11765,5,1,1.2531,0.0085,1.2446,107.855,2.230083,considered provided,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,considered provided,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
74,psychoanalytic_psychotherapy,1990-2009,therapist's pregnancy,terms_bigram,399,11765,5,2,1.2531,0.017,1.2361,64.713,2.214853,therapist's pregnancy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,therapist's pregnancy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
75,psychoanalytic_psychotherapy,1990-2009,consultant psychotherapist,terms_bigram,399,11765,5,2,1.2531,0.017,1.2361,64.713,2.214853,consultant psychotherapist,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,consultant psychotherapist,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
76,psychoanalytic_psychotherapy,1990-2009,published submitted,terms_bigram,399,11765,5,2,1.2531,0.017,1.2361,64.713,2.214853,published submitted,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,published submitted,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
77,psychoanalytic_psychotherapy,1990-2009,essay submitted,terms_bigram,399,11765,5,3,1.2531,0.0255,1.2276,46.2236,2.199624,essay submitted,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essay submitted,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
78,psychoanalytic_psychotherapy,1990-2009,child psychotherapists,terms_bigram,399,11765,5,4,1.2531,0.034,1.2191,35.9517,2.184394,child psychotherapists,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,child psychotherapists,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
79,psychoanalytic_psychotherapy,1990-2009,blind eye,terms_bigram,399,11765,5,4,1.2531,0.034,1.2191,35.9517,2.184394,blind eye,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,blind eye,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
81,psychoanalytic_psychotherapy,1990-2009,members editorial,terms_bigram,399,11765,5,5,1.2531,0.0425,1.2106,29.415,2.169165,members editorial,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,members editorial,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
82,psychoanalytic_psychotherapy,1990-2009,conscious unconscious,terms_bigram,399,11765,9,155,2.2556,1.3175,0.9382,1.7971,2.160221,conscious unconscious,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,conscious unconscious,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
83,psychoanalytic_psychotherapy,1990-2009,royal psychiatrists,terms_bigram,399,11765,5,7,1.2531,0.0595,1.1936,21.571,2.138706,royal psychiatrists,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,royal psychiatrists,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
84,psychoanalytic_psychotherapy,1990-2009,best essay,terms_bigram,399,11765,5,8,1.2531,0.068,1.1851,19.0332,2.123476,best essay,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,best essay,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
85,psychoanalytic_psychotherapy,1990-2009,cognitive behavioural,terms_bigram,399,11765,5,9,1.2531,0.0765,1.1766,17.0297,2.108246,cognitive behavioural,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,cognitive behavioural,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
86,psychoanalytic_psychotherapy,1990-2009,year-old girl,terms_bigram,399,11765,5,10,1.2531,0.085,1.1681,15.4079,2.093017,year-old girl,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,year-old girl,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
87,psychoanalytic_psychotherapy,1990-2009,defence against,terms_bigram,399,11765,7,88,1.7544,0.748,1.0064,2.4928,2.09276,defence against,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,defence against,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
88,psychoanalytic_psychotherapy,1990-2009,medical students,terms_bigram,399,11765,5,11,1.2531,0.0935,1.1596,14.068,2.077787,medical students,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,medical students,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
89,psychoanalytic_psychotherapy,1990-2009,transference countertransference,terms_bigram,399,11765,11,228,2.7569,1.938,0.8189,1.4804,2.034991,transference countertransference,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,transference countertransference,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
90,psychoanalytic_psychotherapy,1990-2009,physical symptoms,terms_bigram,399,11765,5,14,1.2531,0.119,1.1341,11.1574,2.032099,physical symptoms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,physical symptoms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
91,psychoanalytic_psychotherapy,1990-2009,considered relation,terms_bigram,399,11765,5,14,1.2531,0.119,1.1341,11.1574,2.032099,considered relation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,considered relation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
92,psychoanalytic_psychotherapy,1990-2009,karnac books,terms_bigram,399,11765,5,14,1.2531,0.119,1.1341,11.1574,2.032099,karnac books,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,karnac books,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
93,psychoanalytic_psychotherapy,1990-2009,none less,terms_bigram,399,11765,5,15,1.2531,0.1275,1.1256,10.4376,2.016869,none less,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,none less,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
94,psychoanalytic_psychotherapy,1990-2009,previously published,terms_bigram,399,11765,5,21,1.2531,0.1785,1.0746,7.5248,1.925492,previously published,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,previously published,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
95,psychoanalytic_psychotherapy,1990-2009,health professionals,terms_bigram,399,11765,5,22,1.2531,0.187,1.0661,7.1903,1.910262,health professionals,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,health professionals,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
96,psychoanalytic_psychotherapy,1990-2009,somatic symptoms,terms_bigram,399,11765,5,23,1.2531,0.1955,1.0576,6.8844,1.895032,somatic symptoms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,somatic symptoms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
97,psychoanalytic_psychotherapy,1990-2009,over period,terms_bigram,399,11765,5,34,1.2531,0.289,0.9641,4.6893,1.727507,over period,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,over period,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
98,psychoanalytic_psychotherapy,1990-2009,external reality,terms_bigram,399,11765,7,112,1.7544,0.952,0.8024,1.961,1.668564,external reality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,external reality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
99,psychoanalytic_psychotherapy,1990-2009,patient's internal,terms_bigram,399,11765,5,38,1.2531,0.323,0.9301,4.2021,1.666589,patient's internal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,patient's internal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
100,psychoanalytic_psychotherapy,1990-2009,impact therapist's,terms_bigram,399,11765,4,0,1.0025,0.0,1.0025,264.735,1.613472,impact therapist's,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,impact therapist's,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
1,psychoanalytic_psychotherapy,2010-2025,mental health,terms_bigram,432,11732,70,308,16.2037,2.6253,13.5784,6.1923,57.880395,mental health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mental health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
2,psychoanalytic_psychotherapy,2010-2025,corresponding author,terms_bigram,432,11732,31,0,7.1759,0.0,7.1759,1707.1109,24.869864,corresponding author,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,corresponding author,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
3,psychoanalytic_psychotherapy,2010-2025,personality disorder,terms_bigram,432,11732,29,111,6.713,0.9461,5.7668,7.1692,19.614136,personality disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,personality disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
4,psychoanalytic_psychotherapy,2010-2025,national health,terms_bigram,432,11732,26,22,6.0185,0.1875,5.831,31.9142,19.218016,national health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,national health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
5,psychoanalytic_psychotherapy,2010-2025,health service,terms_bigram,432,11732,26,35,6.0185,0.2983,5.7202,20.2273,18.85281,health service,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,health service,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
6,psychoanalytic_psychotherapy,2010-2025,public sector,terms_bigram,432,11732,18,17,4.1667,0.1449,4.0218,28.6454,11.841838,public sector,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,public sector,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
7,psychoanalytic_psychotherapy,2010-2025,dynamic interpersonal,terms_bigram,432,11732,17,2,3.9352,0.017,3.9181,189.679,11.324875,dynamic interpersonal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,dynamic interpersonal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
8,psychoanalytic_psychotherapy,2010-2025,health services,terms_bigram,432,11732,17,24,3.9352,0.2046,3.7306,19.355,10.782869,health services,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,health services,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
9,psychoanalytic_psychotherapy,2010-2025,personality disorders,terms_bigram,432,11732,19,100,4.3981,0.8524,3.5458,5.2576,10.622203,personality disorders,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,personality disorders,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
10,psychoanalytic_psychotherapy,2010-2025,health care,terms_bigram,432,11732,16,32,3.7037,0.2728,3.4309,13.7569,9.7206,health care,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,health care,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
11,psychoanalytic_psychotherapy,2010-2025,service nhs,terms_bigram,432,11732,15,2,3.4722,0.017,3.4552,168.0014,9.579779,service nhs,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,service nhs,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
12,psychoanalytic_psychotherapy,2010-2025,tavi-port nhs,terms_bigram,432,11732,15,14,3.4722,0.1193,3.3529,28.9658,9.296186,tavi-port nhs,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,tavi-port nhs,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
13,psychoanalytic_psychotherapy,2010-2025,available review,terms_bigram,432,11732,14,0,3.2407,0.0,3.2407,785.8129,8.776089,available review,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,available review,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
14,psychoanalytic_psychotherapy,2010-2025,books available,terms_bigram,432,11732,14,0,3.2407,0.0,3.2407,785.8129,8.776089,books available,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,books available,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
15,psychoanalytic_psychotherapy,2010-2025,paperback isbn,terms_bigram,432,11732,13,0,3.0093,0.0,3.0093,731.6189,7.941608,paperback isbn,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,paperback isbn,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
16,psychoanalytic_psychotherapy,2010-2025,interpersonal dit,terms_bigram,432,11732,13,1,3.0093,0.0085,3.0007,243.873,7.919113,interpersonal dit,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,interpersonal dit,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
17,psychoanalytic_psychotherapy,2010-2025,publications received,terms_bigram,432,11732,13,8,3.0093,0.0682,2.9411,43.0364,7.761652,publications received,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publications received,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
18,psychoanalytic_psychotherapy,2010-2025,borderline personality,terms_bigram,432,11732,15,91,3.4722,0.7757,2.6966,4.5902,7.476468,borderline personality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,borderline personality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
19,psychoanalytic_psychotherapy,2010-2025,carried out,terms_bigram,432,11732,15,108,3.4722,0.9206,2.5517,3.871,7.074712,carried out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,carried out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
20,psychoanalytic_psychotherapy,2010-2025,jessica kingsley,terms_bigram,432,11732,12,3,2.7778,0.0256,2.7522,96.775,7.059271,jessica kingsley,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,jessica kingsley,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
22,psychoanalytic_psychotherapy,2010-2025,therapeutic relationship,terms_bigram,432,11732,15,125,3.4722,1.0655,2.4068,3.3466,6.672956,therapeutic relationship,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,therapeutic relationship,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
