rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
66,ijpa,1990-2009,starting point,terms_bigram,1396,10768,20,72,1.4327,0.6686,0.764,2.1797,2.326067,starting point,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,starting point,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
67,ijpa,1990-2009,author addresses,terms_bigram,1396,10768,13,8,0.9312,0.0743,0.8569,12.2432,2.261508,author addresses,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,author addresses,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
69,ijpa,1990-2009,author focuses,terms_bigram,1396,10768,13,12,0.9312,0.1114,0.8198,8.3254,2.163475,author focuses,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,author focuses,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
71,ijpa,1990-2009,mental states,terms_bigram,1396,10768,18,63,1.2894,0.5851,0.7043,2.2458,2.073861,mental states,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mental states,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
72,ijpa,1990-2009,draws attention,terms_bigram,1396,10768,13,16,0.9312,0.1486,0.7826,6.3071,2.065442,draws attention,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,draws attention,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
74,ijpa,1990-2009,unconscious fantasies,terms_bigram,1396,10768,19,74,1.361,0.6872,0.6738,2.0177,2.018555,unconscious fantasies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,unconscious fantasies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
76,ijpa,1990-2009,author tries,terms_bigram,1396,10768,12,11,0.8596,0.1022,0.7574,8.379,1.942806,author tries,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,author tries,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
77,ijpa,1990-2009,danielle quinodoz,terms_bigram,1396,10768,11,1,0.788,0.0093,0.7787,59.0997,1.934944,danielle quinodoz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,danielle quinodoz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
78,ijpa,1990-2009,transference interpretation,terms_bigram,1396,10768,14,32,1.0029,0.2972,0.7057,3.4392,1.91104,transference interpretation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,transference interpretation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
79,ijpa,1990-2009,psychic functioning,terms_bigram,1396,10768,16,51,1.1461,0.4736,0.6725,2.4698,1.905354,psychic functioning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychic functioning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
80,ijpa,1990-2009,bloomingdale white,terms_bigram,1396,10768,14,33,1.0029,0.3065,0.6964,3.3366,1.885891,bloomingdale white,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,bloomingdale white,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
81,ijpa,1990-2009,internal object,terms_bigram,1396,10768,18,70,1.2894,0.6501,0.6393,2.0228,1.88245,internal object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,internal object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
82,ijpa,1990-2009,author notes,terms_bigram,1396,10768,11,5,0.788,0.0464,0.7415,16.1181,1.842637,author notes,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,author notes,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
83,ijpa,1990-2009,montevideo uruguay,terms_bigram,1396,10768,12,16,0.8596,0.1486,0.711,5.8399,1.823706,montevideo uruguay,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,montevideo uruguay,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
84,ijpa,1990-2009,author gives,terms_bigram,1396,10768,11,6,0.788,0.0557,0.7322,13.6384,1.81956,author gives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,author gives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
85,ijpa,1990-2009,glen gabbard,terms_bigram,1396,10768,16,55,1.1461,0.5108,0.6354,2.2918,1.800108,glen gabbard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,glen gabbard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
86,ijpa,1990-2009,authors argue,terms_bigram,1396,10768,11,7,0.788,0.065,0.723,11.8199,1.796484,authors argue,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,authors argue,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
87,ijpa,1990-2009,primitive mental,terms_bigram,1396,10768,12,18,0.8596,0.1672,0.6924,5.2086,1.776066,primitive mental,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,primitive mental,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
88,ijpa,1990-2009,latin america,terms_bigram,1396,10768,12,19,0.8596,0.1764,0.6832,4.9414,1.752245,latin america,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,latin america,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
89,ijpa,1990-2009,patient's psychic,terms_bigram,1396,10768,13,29,0.9312,0.2693,0.6619,3.5277,1.746833,patient's psychic,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,patient's psychic,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
90,ijpa,1990-2009,las heras,terms_bigram,1396,10768,11,10,0.788,0.0929,0.6951,8.4428,1.727253,las heras,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,las heras,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
91,ijpa,1990-2009,internal world,terms_bigram,1396,10768,18,76,1.2894,0.7058,0.5836,1.8642,1.718384,internal world,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,internal world,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
92,ijpa,1990-2009,t-online final,terms_bigram,1396,10768,10,0,0.7163,0.0,0.7163,161.8819,1.71769,t-online final,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,t-online final,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
93,ijpa,1990-2009,quinodoz danielle,terms_bigram,1396,10768,10,1,0.7163,0.0093,0.707,53.9606,1.695421,quinodoz danielle,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,quinodoz danielle,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
95,ijpa,1990-2009,david tuckett,terms_bigram,1396,10768,11,12,0.788,0.1114,0.6765,7.092,1.6811,david tuckett,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,david tuckett,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
96,ijpa,1990-2009,rio janeiro,terms_bigram,1396,10768,12,23,0.8596,0.2136,0.646,4.1004,1.656965,rio janeiro,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,rio janeiro,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
98,ijpa,1990-2009,conscious unconscious,terms_bigram,1396,10768,25,139,1.7908,1.2909,0.5,1.4091,1.628948,conscious unconscious,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,conscious unconscious,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
99,ijpa,1990-2009,green andr,terms_bigram,1396,10768,10,4,0.7163,0.0371,0.6792,17.9869,1.628615,green andr,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,green andr,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
1,ijpa,2010-2025,accepted publication,terms_bigram,1221,10943,224,25,18.3456,0.2285,18.1172,78.8463,98.124367,accepted publication,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,accepted publication,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
2,ijpa,2010-2025,final version,terms_bigram,1221,10943,151,220,12.3669,2.0104,10.3565,6.1533,52.029792,final version,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,final version,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
3,ijpa,2010-2025,version accepted,terms_bigram,1221,10943,146,217,11.9574,1.983,9.9744,6.0323,49.776616,version accepted,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,version accepted,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
4,ijpa,2010-2025,art culo,terms_bigram,1221,10943,62,3,5.0778,0.0274,5.0504,159.9252,20.924447,art culo,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,art culo,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
6,ijpa,2010-2025,psicoan lisis,terms_bigram,1221,10943,37,6,3.0303,0.0548,2.9755,51.6681,10.823541,psicoan lisis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psicoan lisis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
7,ijpa,2010-2025,rachel blass,terms_bigram,1221,10943,36,10,2.9484,0.0914,2.857,31.1321,10.316466,rachel blass,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,rachel blass,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
8,ijpa,2010-2025,buenos aires,terms_bigram,1221,10943,48,156,3.9312,1.4256,2.5056,2.7754,9.751481,buenos aires,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,buenos aires,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
9,ijpa,2010-2025,este art,terms_bigram,1221,10943,33,1,2.7027,0.0091,2.6936,200.0131,9.498479,este art,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,este art,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
10,ijpa,2010-2025,world war,terms_bigram,1221,10943,39,71,3.1941,0.6488,2.5453,4.9476,9.389255,world war,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,world war,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
12,ijpa,2010-2025,psicoanal tica,terms_bigram,1221,10943,29,4,2.3751,0.0366,2.3385,58.7103,7.953868,psicoanal tica,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psicoanal tica,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
13,ijpa,2010-2025,death drive,terms_bigram,1221,10943,31,33,2.5389,0.3016,2.2373,8.4211,7.754029,death drive,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,death drive,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
14,ijpa,2010-2025,mit dem,terms_bigram,1221,10943,28,1,2.2932,0.0091,2.2841,170.1604,7.691119,mit dem,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mit dem,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
15,ijpa,2010-2025,publication march,terms_bigram,1221,10943,29,16,2.3751,0.1462,2.2289,16.0119,7.580895,publication march,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication march,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
16,ijpa,2010-2025,der psychoanalyse,terms_bigram,1221,10943,28,7,2.2932,0.064,2.2292,34.0321,7.506492,der psychoanalyse,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,der psychoanalyse,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
17,ijpa,2010-2025,auf die,terms_bigram,1221,10943,27,0,2.2113,0.0,2.2113,492.5696,7.368511,auf die,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,auf die,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
18,ijpa,2010-2025,heinz weiss,terms_bigram,1221,10943,27,3,2.2113,0.0274,2.1839,70.3671,7.27716,heinz weiss,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,heinz weiss,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
20,ijpa,2010-2025,publication october,terms_bigram,1221,10943,27,18,2.2113,0.1645,2.0468,13.3127,6.820401,publication october,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication october,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
21,ijpa,2010-2025,l'auteur cet,terms_bigram,1221,10943,25,0,2.0475,0.0,2.0475,456.7463,6.670959,l'auteur cet,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,l'auteur cet,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
22,ijpa,2010-2025,presente articolo,terms_bigram,1221,10943,25,0,2.0475,0.0,2.0475,456.7463,6.670959,presente articolo,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,presente articolo,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
23,ijpa,2010-2025,publication december,terms_bigram,1221,10943,25,11,2.0475,0.1005,1.947,19.8585,6.343453,publication december,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication december,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
24,ijpa,2010-2025,mit der,terms_bigram,1221,10943,24,1,1.9656,0.0091,1.9565,146.2782,6.297614,mit der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mit der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
25,ijpa,2010-2025,publication august,terms_bigram,1221,10943,24,9,1.9656,0.0822,1.8834,23.0966,6.062294,publication august,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication august,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
26,ijpa,2010-2025,sigmund freud,terms_bigram,1221,10943,38,161,3.1122,1.4713,1.6409,2.135,6.011696,sigmund freud,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,sigmund freud,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
27,ijpa,2010-2025,ainsi que,terms_bigram,1221,10943,23,0,1.8837,0.0,1.8837,420.9231,5.986506,ainsi que,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ainsi que,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
28,ijpa,2010-2025,psicoanal tico,terms_bigram,1221,10943,23,1,1.8837,0.0091,1.8746,140.3077,5.957464,psicoanal tico,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psicoanal tico,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
29,ijpa,2010-2025,international journal,terms_bigram,1221,10943,34,123,2.7846,1.124,1.6606,2.5018,5.903999,international journal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,international journal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
30,ijpa,2010-2025,blass rachel,terms_bigram,1221,10943,23,8,1.8837,0.0731,1.8106,24.7602,5.754171,blass rachel,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,blass rachel,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
31,ijpa,2010-2025,unconscious phantasy,terms_bigram,1221,10943,25,31,2.0475,0.2833,1.7642,7.2499,5.747986,unconscious phantasy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,unconscious phantasy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
32,ijpa,2010-2025,francis grier,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289,francis grier,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,francis grier,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
33,ijpa,2010-2025,una serie,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289,una serie,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,una serie,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
34,ijpa,2010-2025,dass die,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289,dass die,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,dass die,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
35,ijpa,2010-2025,aires argentina,terms_bigram,1221,10943,26,57,2.1294,0.5209,1.6085,4.1275,5.301423,aires argentina,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,aires argentina,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
37,ijpa,2010-2025,psychic functioning,terms_bigram,1221,10943,24,43,1.9656,0.3929,1.5727,5.0441,5.062187,psychic functioning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychic functioning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
38,ijpa,2010-2025,melanie klein,terms_bigram,1221,10943,34,149,2.7846,1.3616,1.423,2.0667,5.059267,melanie klein,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,melanie klein,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
39,ijpa,2010-2025,peut tre,terms_bigram,1221,10943,20,0,1.638,0.0,1.638,367.1882,4.986933,peut tre,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,peut tre,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
40,ijpa,2010-2025,frankfurt germany,terms_bigram,1221,10943,21,12,1.7199,0.1097,1.6102,15.404,4.977328,frankfurt germany,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,frankfurt germany,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
41,ijpa,2010-2025,apr s-coup,terms_bigram,1221,10943,21,14,1.7199,0.1279,1.592,13.2793,4.920835,apr s-coup,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,apr s-coup,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
42,ijpa,2010-2025,que les,terms_bigram,1221,10943,20,3,1.638,0.0274,1.6106,52.4555,4.903468,que les,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,que les,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
44,ijpa,2010-2025,dana birksted-breen,terms_bigram,1221,10943,20,7,1.638,0.064,1.574,24.4792,4.792181,dana birksted-breen,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,dana birksted-breen,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
45,ijpa,2010-2025,accepted september,terms_bigram,1221,10943,22,31,1.8018,0.2833,1.5185,6.397,4.761297,accepted september,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,accepted september,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
46,ijpa,2010-2025,como una,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664,como una,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,como una,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
47,ijpa,2010-2025,compr hension,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664,compr hension,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,compr hension,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
48,ijpa,2010-2025,dieser beitrag,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664,dieser beitrag,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,dieser beitrag,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
49,ijpa,2010-2025,abbot bronstein,terms_bigram,1221,10943,19,2,1.5561,0.0183,1.5378,69.8553,4.606912,abbot bronstein,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,abbot bronstein,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
50,ijpa,2010-2025,internal object,terms_bigram,1221,10943,24,64,1.9656,0.5848,1.3808,3.4018,4.444473,internal object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,internal object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
51,ijpa,2010-2025,states mind,terms_bigram,1221,10943,24,64,1.9656,0.5848,1.3808,3.4018,4.444473,states mind,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,states mind,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
52,ijpa,2010-2025,psychic reality,terms_bigram,1221,10943,29,120,2.3751,1.0966,1.2785,2.1925,4.348468,psychic reality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychic reality,final_keep,protected_psychoanalytic_term,True,key_bigrams_by_journal_period
54,ijpa,2010-2025,l'exp rience,terms_bigram,1221,10943,18,0,1.4742,0.0,1.4742,331.365,4.340696,l'exp rience,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,l'exp rience,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
55,ijpa,2010-2025,del psicoan,terms_bigram,1221,10943,18,0,1.4742,0.0,1.4742,331.365,4.340696,del psicoan,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,del psicoan,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
57,ijpa,2010-2025,internal world,terms_bigram,1221,10943,24,70,1.9656,0.6397,1.3259,3.1123,4.267984,internal world,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,internal world,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
58,ijpa,2010-2025,ist die,terms_bigram,1221,10943,17,0,1.3923,0.0,1.3923,313.4534,4.024269,ist die,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ist die,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
59,ijpa,2010-2025,point vue,terms_bigram,1221,10943,17,0,1.3923,0.0,1.3923,313.4534,4.024269,point vue,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,point vue,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
60,ijpa,2010-2025,weiss heinz,terms_bigram,1221,10943,17,3,1.3923,0.0274,1.3649,44.7791,3.94503,weiss heinz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,weiss heinz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
61,ijpa,2010-2025,accepted november,terms_bigram,1221,10943,18,17,1.4742,0.1554,1.3189,9.4676,3.883276,accepted november,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,accepted november,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
62,ijpa,2010-2025,here now,terms_bigram,1221,10943,20,42,1.638,0.3838,1.2542,4.3199,3.818424,here now,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,here now,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
63,ijpa,2010-2025,publication january,terms_bigram,1221,10943,17,9,1.3923,0.0822,1.3101,16.4975,3.786552,publication january,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication january,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
64,ijpa,2010-2025,aus der,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646,aus der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,aus der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
65,ijpa,2010-2025,que los,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646,que los,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,que los,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
66,ijpa,2010-2025,die autorin,terms_bigram,1221,10943,16,0,1.3104,0.0,1.3104,295.5417,3.712646,die autorin,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,die autorin,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
68,ijpa,2010-2025,von der,terms_bigram,1221,10943,16,2,1.3104,0.0183,1.2921,59.1083,3.660865,von der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,von der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
69,ijpa,2010-2025,auf der,terms_bigram,1221,10943,16,3,1.3104,0.0274,1.283,42.2202,3.634975,auf der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,auf der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
71,ijpa,2010-2025,john steiner,terms_bigram,1221,10943,17,18,1.3923,0.1645,1.2278,8.4717,3.548835,john steiner,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,john steiner,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
72,ijpa,2010-2025,ipa congress,terms_bigram,1221,10943,17,20,1.3923,0.1828,1.2095,7.6452,3.496009,ipa congress,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ipa congress,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
73,ijpa,2010-2025,accepted july,terms_bigram,1221,10943,16,10,1.3104,0.0914,1.219,14.0734,3.45374,accepted july,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,accepted july,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
74,ijpa,2010-2025,publication july,terms_bigram,1221,10943,16,10,1.3104,0.0914,1.219,14.0734,3.45374,publication july,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication july,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
75,ijpa,2010-2025,way thinking,terms_bigram,1221,10943,19,45,1.5561,0.4112,1.1449,3.8382,3.429753,way thinking,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,way thinking,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
76,ijpa,2010-2025,der autor,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129,der autor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,der autor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
77,ijpa,2010-2025,della psicoanalisi,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129,della psicoanalisi,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,della psicoanalisi,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
78,ijpa,2010-2025,diesem beitrag,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129,diesem beitrag,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,diesem beitrag,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
79,ijpa,2010-2025,als auch,terms_bigram,1221,10943,15,0,1.2285,0.0,1.2285,277.6301,3.406129,als auch,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,als auch,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
