term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,manual_override,manual_override_note
tel aviv,final_keep,kept_after_final_cleanup,True,,
term,final_keep,kept_after_final_cleanup,True,,
terminable interminable,final_keep,kept_after_final_cleanup,True,,
termination,final_keep,kept_after_final_cleanup,True,,
terms,final_keep,kept_after_final_cleanup,True,,
test,final_keep,kept_after_final_cleanup,True,,
testing,final_keep,kept_after_final_cleanup,True,,
tests,final_keep,kept_after_final_cleanup,True,,
text,final_keep,kept_after_final_cleanup,True,,
thematic apperception,final_keep,kept_after_final_cleanup,True,,
theme application,final_keep,kept_after_final_cleanup,True,,
themes emerged,final_keep,kept_after_final_cleanup,True,,
theodor reik,final_keep,kept_after_final_cleanup,True,,
theodore,final_keep,kept_after_final_cleanup,True,,
theodore jacobs,final_keep,kept_after_final_cleanup,True,,
theodore shapiro,final_keep,kept_after_final_cleanup,True,,
theories,final_keep,kept_after_final_cleanup,True,,
theorists,final_keep,kept_after_final_cleanup,True,,
therapeutic,final_keep,kept_after_final_cleanup,True,,
therapeutic action,final_keep,kept_after_final_cleanup,True,,
therapeutic alliance,final_keep,kept_after_final_cleanup,True,,
therapeutic change,final_keep,kept_after_final_cleanup,True,,
therapeutic community,final_keep,kept_after_final_cleanup,True,,
therapeutic reaction,final_keep,kept_after_final_cleanup,True,,
therapeutic relationship,final_keep,kept_after_final_cleanup,True,,
therapist's,final_keep,kept_after_final_cleanup,True,,
therapist's pregnancy,final_keep,kept_after_final_cleanup,True,,
think,final_keep,kept_after_final_cleanup,True,,
thinking,final_keep,kept_after_final_cleanup,True,,
thinking public,final_keep,kept_after_final_cleanup,True,,
thomas ogden,final_keep,kept_after_final_cleanup,True,,
though,final_keep,kept_after_final_cleanup,True,,
thought,final_keep,kept_after_final_cleanup,True,,
thoughts,final_keep,kept_after_final_cleanup,True,,
throughout life,final_keep,kept_after_final_cleanup,True,,
throw light,final_keep,kept_after_final_cleanup,True,,
tica,final_keep,kept_after_final_cleanup,True,,
today,final_keep,kept_after_final_cleanup,True,,
too,final_keep,kept_after_final_cleanup,True,,
took place,final_keep,kept_after_final_cleanup,True,,
topeka kansas,final_keep,kept_after_final_cleanup,True,,
tra,final_keep,kept_after_final_cleanup,True,,
trainees,final_keep,kept_after_final_cleanup,True,,
trainees enter,final_keep,kept_after_final_cleanup,True,,
training,final_keep,kept_after_final_cleanup,True,,
training supervising,final_keep,kept_after_final_cleanup,True,,
transference,final_keep,protected_psychoanalytic_term,True,,
transference countertransference,final_keep,kept_after_final_cleanup,True,,
transference interpretation,final_keep,kept_after_final_cleanup,True,,
transference neurosis,final_keep,kept_after_final_cleanup,True,,
transference phenomena,final_keep,kept_after_final_cleanup,True,,
transference resistance,final_keep,kept_after_final_cleanup,True,,
transference situation,final_keep,kept_after_final_cleanup,True,,
transference-countertransference,final_keep,kept_after_final_cleanup,True,,
transferences,final_keep,kept_after_final_cleanup,True,,
transitional object,final_keep,kept_after_final_cleanup,True,,
trauma,final_keep,protected_psychoanalytic_term,True,,
traumatic,final_keep,protected_psychoanalytic_term,True,,
tre,final_keep,kept_after_final_cleanup,True,,
trust,final_keep,kept_after_final_cleanup,True,,
trust app,final_keep,kept_after_final_cleanup,True,,
trust members,final_keep,kept_after_final_cleanup,True,,
trustees prize,final_keep,kept_after_final_cleanup,True,,
truth,final_keep,kept_after_final_cleanup,True,,
two-person,final_keep,kept_after_final_cleanup,True,,
tyson phyllis,final_keep,kept_after_final_cleanup,True,,
ucl rachel,final_keep,kept_after_final_cleanup,True,,
una serie,final_keep,kept_after_final_cleanup,True,,
unconscious,final_keep,protected_psychoanalytic_term,True,,
unconscious fantasies,final_keep,kept_after_final_cleanup,True,,
unconscious fantasy,final_keep,kept_after_final_cleanup,True,,
unconscious phantasies,final_keep,kept_after_final_cleanup,True,,
unconscious phantasy,final_keep,kept_after_final_cleanup,True,,
union circle,final_keep,kept_after_final_cleanup,True,,
united,final_keep,kept_after_final_cleanup,True,,
united kingdom,final_keep,kept_after_final_cleanup,True,,
united states,final_keep,kept_after_final_cleanup,True,,
universities press,final_keep,kept_after_final_cleanup,True,,
untranslated freud,final_keep,kept_after_final_cleanup,True,,
uses,final_keep,kept_after_final_cleanup,True,,
validity,final_keep,kept_after_final_cleanup,True,,
van der,final_keep,kept_after_final_cleanup,True,,
variables,final_keep,kept_after_final_cleanup,True,,
version,final_keep,kept_after_final_cleanup,True,,
version accepted,final_keep,kept_after_final_cleanup,True,,
version presented,final_keep,kept_after_final_cleanup,True,,
very beginning,final_keep,kept_after_final_cleanup,True,,
very early,final_keep,kept_after_final_cleanup,True,,
very little,final_keep,kept_after_final_cleanup,True,,
very often,final_keep,kept_after_final_cleanup,True,,
via degli,final_keep,kept_after_final_cleanup,True,,
via entry,final_keep,kept_after_final_cleanup,True,,
via membership,final_keep,kept_after_final_cleanup,True,,
vicissitudes,final_keep,kept_after_final_cleanup,True,,
victim,final_keep,kept_after_final_cleanup,True,,
victor rosen,final_keep,kept_after_final_cleanup,True,,
vienna,final_keep,kept_after_final_cleanup,True,,
vienna psycho-analytical,final_keep,kept_after_final_cleanup,True,,
vienna sigmund,final_keep,kept_after_final_cleanup,True,,
viewed,final_keep,kept_after_final_cleanup,True,,
vignettes,final_keep,kept_after_final_cleanup,True,,
violence,final_keep,kept_after_final_cleanup,True,,
vittorio lingiardi,final_keep,kept_after_final_cleanup,True,,
vol,final_keep,kept_after_final_cleanup,True,,
vol iii,final_keep,kept_after_final_cleanup,True,,
von,final_keep,kept_after_final_cleanup,True,,
von der,final_keep,kept_after_final_cleanup,True,,
vulnerability,final_keep,kept_after_final_cleanup,True,,
wallerstein robert,final_keep,kept_after_final_cleanup,True,,
want encourage,final_keep,kept_after_final_cleanup,True,,
war,final_keep,kept_after_final_cleanup,True,,
ward,final_keep,kept_after_final_cleanup,True,,
warren poland,final_keep,kept_after_final_cleanup,True,,
way thinking,final_keep,kept_after_final_cleanup,True,,
weill cornell,final_keep,kept_after_final_cleanup,True,,
weiss heinz,final_keep,kept_after_final_cleanup,True,,
well known,final_keep,kept_after_final_cleanup,True,,
werden,final_keep,kept_after_final_cleanup,True,,
white,final_keep,kept_after_final_cleanup,True,,
white adjunct,final_keep,kept_after_final_cleanup,True,,
white plains,final_keep,kept_after_final_cleanup,True,,
whole,final_keep,kept_after_final_cleanup,True,,
wie,final_keep,kept_after_final_cleanup,True,,
william alanson,final_keep,kept_after_final_cleanup,True,,
wilma bucci,final_keep,kept_after_final_cleanup,True,,
wilson,final_keep,kept_after_final_cleanup,True,,
wilson mitchell,final_keep,kept_after_final_cleanup,True,,
winner ensure,final_keep,kept_after_final_cleanup,True,,
winners announced,final_keep,kept_after_final_cleanup,True,,
winnicott's collected,final_keep,kept_after_final_cleanup,True,,
winning runners-up,final_keep,kept_after_final_cleanup,True,,
winter meeting,final_keep,kept_after_final_cleanup,True,,
wird,final_keep,kept_after_final_cleanup,True,,
wish,final_keep,kept_after_final_cleanup,True,,
wish enter,final_keep,kept_after_final_cleanup,True,,
wished competition,final_keep,kept_after_final_cleanup,True,,
wishes,final_keep,kept_after_final_cleanup,True,,
wolf man,final_keep,kept_after_final_cleanup,True,,
women,final_keep,kept_after_final_cleanup,True,,
woodford bridge,final_keep,kept_after_final_cleanup,True,,
words,final_keep,kept_after_final_cleanup,True,,
world,final_keep,kept_after_final_cleanup,True,,
world war,final_keep,kept_after_final_cleanup,True,,
write,final_keep,kept_after_final_cleanup,True,,
writing,final_keep,kept_after_final_cleanup,True,,
writing book,final_keep,kept_after_final_cleanup,True,,
yale,final_keep,kept_after_final_cleanup,True,,
year-old,final_keep,kept_after_final_cleanup,True,,
year-old girl,final_keep,kept_after_final_cleanup,True,,
young,final_keep,kept_after_final_cleanup,True,,
young adults,final_keep,kept_after_final_cleanup,True,,
young children,final_keep,kept_after_final_cleanup,True,,
young man,final_keep,kept_after_final_cleanup,True,,
young people,final_keep,kept_after_final_cleanup,True,,
zeitschrift psychoanalyse,final_keep,kept_after_final_cleanup,True,,
zvi lothane,final_keep,kept_after_final_cleanup,True,,
