term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
psychological,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,64,14.8148,15.729529,3.7681,pending,,,psychological,psychological,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychological,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
aim,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,37,8.5648,15.52839,4.2689,pending,,,aim,aim,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,aim,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
trust,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,25,5.787,15.022324,4.6108,pending,,,trust,trust,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,trust,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
available,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,33,7.6389,14.944484,4.2379,pending,,,available,available,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,available,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
complex,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,56,12.963,14.88109,3.6807,pending,,,complex,complex,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,complex,final_exclude,final_stop_term,False,discriminative_candidate_terms
distress,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,24,5.5556,14.699984,4.5668,pending,,,distress,distress,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,distress,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
effectiveness,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,24,5.5556,14.645111,4.5498,pending,,,effectiveness,effectiveness,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,effectiveness,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
long-term,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,24,5.5556,14.370743,4.4645,pending,,,long-term,long-term,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,long-term,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
professional,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,32,7.4074,14.276821,4.0832,pending,,,professional,professional,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,professional,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
violence,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,27,6.25,14.123241,4.2384,pending,,,violence,violence,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,violence,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
dynamic,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,37,8.5648,14.009112,3.8512,pending,,,dynamic,dynamic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,dynamic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
provides,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,33,7.6389,13.712121,3.8885,pending,,,provides,provides,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,provides,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
difficulties,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,38,8.7963,13.676885,3.7332,pending,,,difficulties,difficulties,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,difficulties,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
karnac,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,20,4.6296,13.472197,4.4251,pending,,,karnac,karnac,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,karnac,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sector,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,20,4.6296,13.238642,4.3483,pending,,,sector,sector,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sector,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
key,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,28,6.4815,13.013611,3.8647,pending,,,key,key,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,key,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
provision,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,20,4.6296,13.005087,4.2716,pending,,,provision,provision,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,provision,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
effective,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,26,6.0185,12.812877,3.8876,pending,,,effective,effective,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,effective,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
learning,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,27,6.25,12.759912,3.8293,pending,,,learning,learning,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,learning,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
exploring,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,24,5.5556,12.614794,3.919,pending,,,exploring,exploring,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,exploring,final_exclude,final_stop_term,False,discriminative_candidate_terms
trauma,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,45,10.4167,12.501608,3.2653,pending,,,trauma,trauma,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,trauma,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
context,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,47,10.8796,12.485981,3.2254,pending,,,context,context,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,context,final_exclude,final_stop_term,False,discriminative_candidate_terms
professionals,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,20,4.6296,12.460125,4.0926,pending,,,professionals,professionals,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,professionals,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
jeremy,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,19,4.3981,12.179821,4.0657,pending,,,jeremy,jeremy,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,jeremy,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
reflective,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,21,4.8611,12.022331,3.8894,pending,,,reflective,reflective,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,reflective,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychotherapist,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,21,4.8611,11.864248,3.8383,pending,,,psychotherapist,psychotherapist,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychotherapist,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
paperback,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,18,4.1667,11.816741,4.0132,pending,,,paperback,paperback,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,paperback,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
suicide,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,21,4.8611,11.785207,3.8127,pending,,,suicide,suicide,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,suicide,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
trainees,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,18,4.1667,11.415181,3.8769,pending,,,trainees,trainees,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,trainees,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
exploration,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,27,6.25,11.140958,3.3434,pending,,,exploration,exploration,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,exploration,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
policy,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,18,4.1667,11.088913,3.7661,pending,,,policy,policy,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,policy,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
completed,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,21,4.8611,11.073835,3.5826,pending,,,completed,completed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,completed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
tavistock,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,19,4.3981,10.954155,3.6566,pending,,,tavistock,tavistock,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,tavistock,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
informed,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,22,5.0926,10.916581,3.4816,pending,,,informed,informed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,informed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
offer,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,29,6.713,10.800942,3.1756,pending,,,offer,offer,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,offer,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
system,key_terms_by_journal_period,terms_unigram,psychoanalytic_psychotherapy,2010-2025,,32,7.4074,10.760047,3.0774,pending,,,system,system,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,system,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
read before,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,82,11.9534,51.934499,11.753,pending,,,read before,read before,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,read before,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
ernest jones,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,67,9.7668,38.49057,9.1221,pending,,,ernest jones,ernest jones,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ernest jones,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
international psycho-analytical,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,55,8.0175,29.362405,7.2944,pending,,,international psycho-analytical,international psycho-analytical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,international psycho-analytical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psycho-analytical congress,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,48,6.9971,26.214192,6.7357,pending,,,psycho-analytical congress,psycho-analytical congress,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psycho-analytical congress,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
pointed out,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,44,6.414,19.341688,5.081,pending,,,pointed out,pointed out,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,pointed out,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
british psycho-analytical,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,32,4.6647,15.030806,4.2988,pending,,,british psycho-analytical,british psycho-analytical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,british psycho-analytical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
jones ernest,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,28,4.0816,13.509369,4.0119,pending,,,jones ernest,jones ernest,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,jones ernest,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
edward glover,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,28,4.0816,13.215999,3.9248,pending,,,edward glover,edward glover,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,edward glover,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
zeitschrift psychoanalyse,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,26,3.7901,12.434081,3.7727,pending,,,zeitschrift psychoanalyse,zeitschrift psychoanalyse,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,zeitschrift psychoanalyse,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
internationale zeitschrift,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,26,3.7901,12.347938,3.7465,pending,,,internationale zeitschrift,internationale zeitschrift,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,internationale zeitschrift,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
freud sigmund,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,26,3.7901,12.233081,3.7117,pending,,,freud sigmund,freud sigmund,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,freud sigmund,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
oedipus complex,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,34,4.9563,11.209366,3.1528,pending,,,oedipus complex,oedipus complex,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,oedipus complex,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
glover edward,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,24,3.4985,11.09311,3.4463,pending,,,glover edward,glover edward,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,glover edward,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sigmund freud,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,31,4.519,10.588796,3.0553,pending,,,sigmund freud,sigmund freud,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sigmund freud,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
before british,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,23,3.3528,10.572218,3.3266,pending,,,before british,before british,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,before british,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
melanie klein,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,27,3.9359,8.586219,2.5767,pending,,,melanie klein,melanie klein,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,melanie klein,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mental life,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,27,3.9359,8.528156,2.5593,pending,,,mental life,mental life,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental life,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sexual intercourse,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,20,2.9155,8.292612,2.7238,pending,,,sexual intercourse,sexual intercourse,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sexual intercourse,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
journal vol,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,19,2.7697,8.192819,2.7348,pending,,,journal vol,journal vol,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,journal vol,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
castration complex,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,20,2.9155,7.894739,2.5931,pending,,,castration complex,castration complex,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,castration complex,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
papers vol,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,18,2.6239,7.725933,2.6239,pending,,,papers vol,papers vol,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,papers vol,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
throw light,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,19,2.7697,7.566424,2.5257,pending,,,throw light,throw light,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,throw light,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
collected papers,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,18,2.6239,7.289834,2.4758,pending,,,collected papers,collected papers,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,collected papers,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
put forward,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,21,3.0612,6.957871,2.251,pending,,,put forward,put forward,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,put forward,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
obsessional neurosis,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,18,2.6239,6.853735,2.3277,pending,,,obsessional neurosis,obsessional neurosis,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,obsessional neurosis,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
early childhood,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,22,3.207,6.750112,2.1528,pending,,,early childhood,early childhood,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,early childhood,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
douglas bryan,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,16,2.3324,6.608078,2.3324,pending,,,douglas bryan,douglas bryan,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,douglas bryan,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
part played,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,17,2.4781,6.558365,2.269,pending,,,part played,part played,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,part played,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
very little,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,17,2.4781,6.256183,2.1645,pending,,,very little,very little,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,very little,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
men women,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,18,2.6239,6.238065,2.1186,pending,,,men women,men women,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,men women,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
karl abraham,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,16,2.3324,6.188452,2.1843,pending,,,karl abraham,karl abraham,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,karl abraham,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
oberndorf oberndorf,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,5.990045,2.1605,pending,,,oberndorf oberndorf,oberndorf oberndorf,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,oberndorf oberndorf,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
freud vienna,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,5.869266,2.1169,pending,,,freud vienna,freud vienna,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,freud vienna,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
otto fenichel,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,5.845111,2.1082,pending,,,otto fenichel,otto fenichel,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,otto fenichel,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sense guilt,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,16,2.3324,5.842878,2.0623,pending,,,sense guilt,sense guilt,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sense guilt,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
well known,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,19,2.7697,5.791639,1.9333,pending,,,well known,well known,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,well known,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sexual life,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,5.651865,2.0385,pending,,,sexual life,sexual life,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sexual life,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
abraham karl,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,14,2.0408,5.50304,2.0321,pending,,,abraham karl,abraham karl,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,abraham karl,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
little girl,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,5.217063,1.8817,pending,,,little girl,little girl,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,little girl,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
any rate,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,14,2.0408,5.054765,1.8666,pending,,,any rate,any rate,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,any rate,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
carried out,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,18,2.6239,5.032379,1.7091,pending,,,carried out,carried out,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,carried out,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
bryan douglas,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,5.001129,1.895,pending,,,bryan douglas,bryan douglas,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,bryan douglas,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
searl searl,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,5.001129,1.895,pending,,,searl searl,searl searl,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,searl searl,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
fenichel otto,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,5.001129,1.895,pending,,,fenichel otto,fenichel otto,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,fenichel otto,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
melitta schmideberg,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,4.955144,1.8776,pending,,,melitta schmideberg,melitta schmideberg,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,melitta schmideberg,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
anal erotism,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,4.932152,1.8689,pending,,,anal erotism,anal erotism,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,anal erotism,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
freud himself,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,16,2.3324,4.83084,1.7051,pending,,,freud himself,freud himself,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,freud himself,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
klein melanie,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,4.794198,1.8166,pending,,,klein melanie,klein melanie,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,klein melanie,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
helene deutsch,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,13,1.895,4.587267,1.7382,pending,,,helene deutsch,helene deutsch,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,helene deutsch,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
young man,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,15,2.1866,4.56486,1.6464,pending,,,young man,young man,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,young man,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
schmideberg melitta,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,4.464445,1.7406,pending,,,schmideberg melitta,schmideberg melitta,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,schmideberg melitta,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
vienna sigmund,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,4.419752,1.7231,pending,,,vienna sigmund,vienna sigmund,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,vienna sigmund,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
technique psycho-analysis,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,4.397405,1.7144,pending,,,technique psycho-analysis,technique psycho-analysis,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,technique psycho-analysis,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sexual act,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,4.263325,1.6621,pending,,,sexual act,sexual act,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sexual act,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
father mother,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,4.062205,1.5837,pending,,,father mother,father mother,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,father mother,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ferenczi ferenczi,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,11,1.6035,3.984544,1.6035,pending,,,ferenczi ferenczi,ferenczi ferenczi,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ferenczi ferenczi,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
vienna psycho-analytical,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,11,1.6035,3.962895,1.5948,pending,,,vienna psycho-analytical,vienna psycho-analytical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,vienna psycho-analytical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
vol iii,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,11,1.6035,3.962895,1.5948,pending,,,vol iii,vol iii,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,vol iii,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
congress marienbad,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,11,1.6035,3.962895,1.5948,pending,,,congress marienbad,congress marienbad,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,congress marienbad,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
phallic phase,key_bigrams_by_journal_period,terms_bigram,ijpa,1920-1945,,12,1.7493,3.928125,1.5315,pending,,,phallic phase,phallic phase,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,phallic phase,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
