rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
21,ijpa,1920-1945,sexual,terms_unigram,686,11478,135,834,19.6793,7.2661,12.4132,2.7131,60.981896,sexual,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,sexual,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
23,ijpa,1920-1945,psycho-analytic,terms_unigram,686,11478,108,392,15.7434,3.4152,12.3282,4.6189,57.835927,psycho-analytic,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psycho-analytic,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
24,ijpa,1920-1945,every,terms_unigram,686,11478,108,478,15.7434,4.1645,11.579,3.7887,54.32089,every,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,every,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
25,ijpa,1920-1945,give,terms_unigram,686,11478,111,536,16.1808,4.6698,11.511,3.4726,54.314428,give,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,give,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
26,ijpa,1920-1945,vienna,terms_unigram,686,11478,90,148,13.1195,1.2894,11.8301,10.1829,53.363965,vienna,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,vienna,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
27,ijpa,1920-1945,shall,terms_unigram,686,11478,105,455,15.3061,3.9641,11.342,3.87,52.892806,shall,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,shall,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
29,ijpa,1920-1945,great,terms_unigram,686,11478,117,693,17.0554,6.0376,11.0178,2.831,52.562241,great,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,great,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
30,ijpa,1920-1945,course,terms_unigram,686,11478,129,926,18.8047,8.0676,10.7371,2.3355,52.262995,course,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,course,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
31,ijpa,1920-1945,say,terms_unigram,686,11478,105,531,15.3061,4.6262,10.6799,3.3166,49.804974,say,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,say,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
32,ijpa,1920-1945,whole,terms_unigram,686,11478,101,466,14.723,4.0599,10.6631,3.6355,49.316507,whole,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,whole,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
33,ijpa,1920-1945,means,terms_unigram,686,11478,114,720,16.6181,6.2729,10.3452,2.6553,49.0873,means,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,means,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
35,ijpa,1920-1945,said,terms_unigram,686,11478,98,465,14.2857,4.0512,10.2345,3.5356,47.028689,said,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,said,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
38,ijpa,1920-1945,already,terms_unigram,686,11478,94,406,13.7026,3.5372,10.1654,3.8844,46.292082,already,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,already,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
43,ijpa,1920-1945,significance,terms_unigram,686,11478,97,494,14.1399,4.3039,9.8361,3.2945,45.097997,significance,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,significance,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
48,ijpa,1920-1945,find,terms_unigram,686,11478,105,679,15.3061,5.9157,9.3905,2.5942,43.791828,find,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,find,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
49,ijpa,1920-1945,too,terms_unigram,686,11478,99,579,14.4315,5.0444,9.3871,2.8689,43.228981,too,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,too,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
50,ijpa,1920-1945,here,terms_unigram,686,11478,121,1007,17.6385,8.7733,8.8652,2.015,42.588504,here,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,here,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
51,ijpa,1920-1945,able,terms_unigram,686,11478,102,657,14.8688,5.724,9.1448,2.6048,42.38372,able,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,able,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
52,ijpa,1920-1945,interest,terms_unigram,686,11478,106,764,15.4519,6.6562,8.7957,2.3277,41.100722,interest,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,interest,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
56,ijpa,1920-1945,child,terms_unigram,686,11478,131,1245,19.0962,10.8468,8.2494,1.7641,40.280052,child,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,child,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
57,ijpa,1920-1945,jones,terms_unigram,686,11478,74,168,10.7872,1.4637,9.3235,7.3876,40.254111,jones,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,jones,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
58,ijpa,1920-1945,account,terms_unigram,686,11478,98,636,14.2857,5.541,8.7447,2.5857,40.182849,account,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,account,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
59,ijpa,1920-1945,unconscious,terms_unigram,686,11478,165,1864,24.0525,16.2398,7.8127,1.4831,39.938504,unconscious,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,unconscious,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
60,ijpa,1920-1945,though,terms_unigram,686,11478,96,606,13.9942,5.2797,8.7145,2.6585,39.866336,though,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,though,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
61,ijpa,1920-1945,father,terms_unigram,686,11478,89,484,12.9738,4.2168,8.757,3.0866,39.404826,father,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,father,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
63,ijpa,1920-1945,attention,terms_unigram,686,11478,113,970,16.4723,8.4509,8.0214,1.9541,37.990722,attention,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,attention,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
64,ijpa,1920-1945,vol,terms_unigram,686,11478,64,45,9.3294,0.3921,8.9374,23.6862,37.308134,vol,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,vol,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
65,ijpa,1920-1945,according,terms_unigram,686,11478,82,406,11.9534,3.5372,8.4162,3.3911,37.189631,according,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,according,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
66,ijpa,1920-1945,ernest,terms_unigram,686,11478,67,113,9.7668,0.9845,8.7823,9.937,37.056863,ernest,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,ernest,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
67,ijpa,1920-1945,against,terms_unigram,686,11478,112,987,16.3265,8.5991,7.7275,1.9035,36.530755,against,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,against,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
68,ijpa,1920-1945,connection,terms_unigram,686,11478,76,307,11.0787,2.6747,8.404,4.1568,36.505494,connection,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,connection,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
69,ijpa,1920-1945,instance,terms_unigram,686,11478,73,262,10.6414,2.2826,8.3588,4.6785,35.976698,instance,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,instance,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
71,ijpa,1920-1945,perhaps,terms_unigram,686,11478,87,534,12.6822,4.6524,8.0298,2.7353,35.952286,perhaps,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,perhaps,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
72,ijpa,1920-1945,character,terms_unigram,686,11478,90,606,13.1195,5.2797,7.8399,2.4932,35.364543,character,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,character,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
73,ijpa,1920-1945,libido,terms_unigram,686,11478,68,182,9.9125,1.5856,8.3269,6.2716,35.256958,libido,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,libido,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
74,ijpa,1920-1945,come,terms_unigram,686,11478,97,744,14.1399,6.482,7.658,2.1882,35.111572,come,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,come,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
75,ijpa,1920-1945,symptoms,terms_unigram,686,11478,89,594,12.9738,5.1751,7.7986,2.5155,35.092411,symptoms,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,symptoms,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
77,ijpa,1920-1945,day,terms_unigram,686,11478,74,307,10.7872,2.6747,8.1125,4.0482,35.025579,day,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,day,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
79,ijpa,1920-1945,attitude,terms_unigram,686,11478,76,359,11.0787,3.1277,7.951,3.5556,34.537573,attitude,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,attitude,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
80,ijpa,1920-1945,once,terms_unigram,686,11478,78,399,11.3703,3.4762,7.894,3.2832,34.492627,once,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,once,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
82,ijpa,1920-1945,see,terms_unigram,686,11478,92,679,13.4111,5.9157,7.4954,2.2746,33.97371,see,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,see,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
84,ijpa,1920-1945,mental,terms_unigram,686,11478,135,1474,19.6793,12.842,6.8373,1.5355,33.5895,mental,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mental,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
88,ijpa,1920-1945,almost,terms_unigram,686,11478,76,414,11.0787,3.6069,7.4718,3.0838,32.456119,almost,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,almost,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
89,ijpa,1920-1945,neurosis,terms_unigram,686,11478,76,415,11.0787,3.6156,7.4631,3.0764,32.418275,neurosis,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,neurosis,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
92,ijpa,1920-1945,came,terms_unigram,686,11478,75,414,10.9329,3.6069,7.326,3.0435,31.727145,came,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,came,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
93,ijpa,1920-1945,mother,terms_unigram,686,11478,102,927,14.8688,8.0763,6.7925,1.8465,31.481326,mother,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mother,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
95,ijpa,1920-1945,something,terms_unigram,686,11478,82,563,11.9534,4.905,7.0483,2.4463,31.14539,something,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,something,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
97,ijpa,1920-1945,congress,terms_unigram,686,11478,66,255,9.621,2.2216,7.3993,4.3489,31.111992,congress,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,congress,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
1,ijpa,1946-1969,psycho-analytic,terms_unigram,1205,10959,361,139,29.9585,1.2684,28.6901,23.5503,169.032111,psycho-analytic,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psycho-analytic,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
2,ijpa,1946-1969,psycho-analysis,terms_unigram,1205,10959,336,296,27.8838,2.701,25.1828,10.3139,146.566223,psycho-analysis,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psycho-analysis,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
3,ijpa,1946-1969,ego,terms_unigram,1205,10959,391,1139,32.4481,10.3933,22.0548,3.1223,131.695277,ego,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,ego,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
4,ijpa,1946-1969,freud,terms_unigram,1205,10959,425,1925,35.2697,17.5655,17.7042,2.0083,107.189237,freud,candidate_concept,protected_theoretical_name,True,key_terms_by_journal_period,,,freud,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
5,ijpa,1946-1969,any,terms_unigram,1205,10959,342,1117,28.3817,10.1925,18.1892,2.7853,106.183687,any,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,any,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
10,ijpa,1946-1969,shall,terms_unigram,1205,10959,214,346,17.7593,3.1572,14.6021,5.6258,78.422667,shall,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,shall,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
11,ijpa,1946-1969,fact,terms_unigram,1205,10959,261,832,21.6598,7.5919,14.0678,2.8546,78.334454,fact,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,fact,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
12,ijpa,1946-1969,behaviour,terms_unigram,1205,10959,204,263,16.9295,2.3999,14.5296,7.053,77.341241,behaviour,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,behaviour,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
21,ijpa,1946-1969,early,terms_unigram,1205,10959,294,1526,24.3983,13.9246,10.4737,1.7533,59.563743,early,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,early,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
22,ijpa,1946-1969,course,terms_unigram,1205,10959,220,835,18.2573,7.6193,10.638,2.3984,57.425402,course,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,course,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
23,ijpa,1946-1969,like,terms_unigram,1205,10959,239,1073,19.834,9.791,10.043,2.0275,55.041978,like,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,like,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
26,ijpa,1946-1969,mother,terms_unigram,1205,10959,209,820,17.3444,7.4824,9.862,2.3204,52.732981,mother,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mother,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
27,ijpa,1946-1969,great,terms_unigram,1205,10959,189,621,15.6846,5.6666,10.0181,2.771,52.565064,great,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,great,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
28,ijpa,1946-1969,here,terms_unigram,1205,10959,216,912,17.9253,8.3219,9.6034,2.1562,51.66522,here,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,here,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
29,ijpa,1946-1969,object,terms_unigram,1205,10959,285,1593,23.6515,14.536,9.1155,1.6282,51.556936,object,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,object,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
31,ijpa,1946-1969,defence,terms_unigram,1205,10959,152,275,12.6141,2.5094,10.1048,5.0305,50.831342,defence,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,defence,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
32,ijpa,1946-1969,anxiety,terms_unigram,1205,10959,197,745,16.3485,6.7981,9.5505,2.4076,50.5055,anxiety,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,anxiety,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
35,ijpa,1946-1969,psycho-analytical,terms_unigram,1205,10959,144,264,11.9502,2.409,9.5412,4.9648,47.484154,psycho-analytical,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psycho-analytical,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
36,ijpa,1946-1969,character,terms_unigram,1205,10959,169,527,14.0249,4.8088,9.2161,2.9202,47.331844,character,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,character,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
37,ijpa,1946-1969,though,terms_unigram,1205,10959,169,533,14.0249,4.8636,9.1613,2.8873,47.050661,though,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,though,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
38,ijpa,1946-1969,against,terms_unigram,1205,10959,203,896,16.8465,8.1759,8.6705,2.0629,46.110996,against,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,against,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
39,ijpa,1946-1969,man,terms_unigram,1205,10959,175,632,14.5228,5.7669,8.7559,2.5216,45.272096,man,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,man,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
40,ijpa,1946-1969,nature,terms_unigram,1205,10959,228,1166,18.9212,10.6397,8.2815,1.7802,44.999396,nature,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,nature,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
42,ijpa,1946-1969,situation,terms_unigram,1205,10959,205,946,17.0124,8.6322,8.3803,1.9731,44.64906,situation,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,situation,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
43,ijpa,1946-1969,whole,terms_unigram,1205,10959,152,415,12.6141,3.7868,8.8273,3.3355,44.405014,whole,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,whole,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
44,ijpa,1946-1969,wish,terms_unigram,1205,10959,153,436,12.6971,3.9785,8.7186,3.1959,43.915327,wish,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,wish,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
45,ijpa,1946-1969,normal,terms_unigram,1205,10959,150,412,12.4481,3.7595,8.6887,3.3157,43.593467,normal,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,normal,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
46,ijpa,1946-1969,say,terms_unigram,1205,10959,156,480,12.9461,4.38,8.5661,2.9599,43.312289,say,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,say,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
48,ijpa,1946-1969,reality,terms_unigram,1205,10959,206,985,17.0954,8.988,8.1074,1.9043,43.234427,reality,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,reality,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
49,ijpa,1946-1969,seems,terms_unigram,1205,10959,164,570,13.61,5.2012,8.4088,2.6204,42.93464,seems,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,seems,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
50,ijpa,1946-1969,far,terms_unigram,1205,10959,157,506,13.029,4.6172,8.4118,2.8259,42.585719,far,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,far,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
53,ijpa,1946-1969,cannot,terms_unigram,1205,10959,163,592,13.527,5.402,8.125,2.5078,41.436508,cannot,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,cannot,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
57,ijpa,1946-1969,interest,terms_unigram,1205,10959,172,698,14.2739,6.3692,7.9047,2.2443,40.735042,interest,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,interest,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
59,ijpa,1946-1969,external,terms_unigram,1205,10959,158,568,13.112,5.183,7.9291,2.5337,40.19174,external,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,external,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
60,ijpa,1946-1969,neurosis,terms_unigram,1205,10959,137,354,11.3693,3.2302,8.1391,3.5249,40.103277,neurosis,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,neurosis,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
61,ijpa,1946-1969,neurotic,terms_unigram,1205,10959,135,358,11.2033,3.2667,7.9366,3.4349,38.989767,neurotic,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,neurotic,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
63,ijpa,1946-1969,personality,terms_unigram,1205,10959,182,850,15.1037,7.7562,7.3476,1.9501,38.276972,personality,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,personality,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
64,ijpa,1946-1969,means,terms_unigram,1205,10959,164,670,13.61,6.1137,7.4963,2.2296,38.275505,means,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,means,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
68,ijpa,1946-1969,symptoms,terms_unigram,1205,10959,149,534,12.3651,4.8727,7.4924,2.5419,37.541874,symptoms,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,symptoms,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
69,ijpa,1946-1969,seem,terms_unigram,1205,10959,136,401,11.2863,3.6591,7.6272,3.0897,37.525748,seem,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,seem,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
70,ijpa,1946-1969,child,terms_unigram,1205,10959,212,1164,17.5934,10.6214,6.972,1.6584,37.378682,child,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,child,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
72,ijpa,1946-1969,give,terms_unigram,1205,10959,145,502,12.0332,4.5807,7.4525,2.6314,37.140254,give,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,give,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
73,ijpa,1946-1969,little,terms_unigram,1205,10959,157,634,13.029,5.7852,7.2438,2.2559,36.67266,little,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,little,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
76,ijpa,1946-1969,observations,terms_unigram,1205,10959,140,479,11.6183,4.3708,7.2474,2.6629,35.865744,observations,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,observations,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
77,ijpa,1946-1969,every,terms_unigram,1205,10959,136,450,11.2863,4.1062,7.1801,2.7536,35.325921,every,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,every,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
80,ijpa,1946-1969,scientific,terms_unigram,1205,10959,148,576,12.2822,5.256,7.0262,2.3409,35.158746,scientific,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,scientific,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
81,ijpa,1946-1969,instinctual,terms_unigram,1205,10959,115,236,9.5436,2.1535,7.3901,4.4383,35.129447,instinctual,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,instinctual,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
