rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
40,1970-1989,object loss,terms_bigram,1758,10406,22,34,1.2514,0.3267,0.9247,3.8585,2.899352,object loss,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object loss,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
41,1970-1989,transference resistance,terms_bigram,1758,10406,22,34,1.2514,0.3267,0.9247,3.8585,2.899352,transference resistance,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference resistance,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
42,1970-1989,meeting american,terms_bigram,1758,10406,40,157,2.2753,1.5087,0.7666,1.5214,2.846705,meeting american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,meeting american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
43,1970-1989,ann arbor,terms_bigram,1758,10406,28,78,1.5927,0.7496,0.8432,2.148,2.83914,ann arbor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ann arbor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
44,1970-1989,otto kernberg,terms_bigram,1758,10406,24,53,1.3652,0.5093,0.8559,2.7094,2.754927,otto kernberg,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,otto kernberg,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
45,1970-1989,box topeka,terms_bigram,1758,10406,19,17,1.0808,0.1634,0.9174,6.5926,2.748304,box topeka,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,box topeka,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
47,1970-1989,denver colorado,terms_bigram,1758,10406,17,7,0.967,0.0673,0.8997,13.805,2.60058,denver colorado,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,denver colorado,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
48,1970-1989,buenos aires,terms_bigram,1758,10406,40,164,2.2753,1.576,0.6993,1.4566,2.596897,buenos aires,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,buenos aires,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
49,1970-1989,early object,terms_bigram,1758,10406,20,30,1.1377,0.2883,0.8494,3.9766,2.585899,early object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,early object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
50,1970-1989,aggressive drives,terms_bigram,1758,10406,18,17,1.0239,0.1634,0.8605,6.2545,2.533759,aggressive drives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,aggressive drives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
52,1970-1989,anna freud,terms_bigram,1758,10406,38,155,2.1615,1.4895,0.672,1.4648,2.461994,anna freud,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,anna freud,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
54,1970-1989,normal pathological,terms_bigram,1758,10406,18,22,1.0239,0.2114,0.8125,4.8646,2.392281,normal pathological,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,normal pathological,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
55,1970-1989,castration anxiety,terms_bigram,1758,10406,23,58,1.3083,0.5574,0.7509,2.3767,2.386509,castration anxiety,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,castration anxiety,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
56,1970-1989,haven connecticut,terms_bigram,1758,10406,16,8,0.9101,0.0769,0.8332,11.4848,2.360765,haven connecticut,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,haven connecticut,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
57,1970-1989,margaret mahler,terms_bigram,1758,10406,17,18,0.967,0.173,0.794,5.5966,2.295044,margaret mahler,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,margaret mahler,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
58,1970-1989,instinctual drive,terms_bigram,1758,10406,17,19,0.967,0.1826,0.7844,5.3096,2.267268,instinctual drive,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,instinctual drive,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
59,1970-1989,instinctual drives,terms_bigram,1758,10406,20,42,1.1377,0.4036,0.734,2.8538,2.234811,instinctual drives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,instinctual drives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
61,1970-1989,early childhood,terms_bigram,1758,10406,30,113,1.7065,1.0859,0.6206,1.5899,2.131039,early childhood,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,early childhood,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
62,1970-1989,forest park,terms_bigram,1758,10406,14,1,0.7964,0.0096,0.7867,57.1922,2.130558,forest park,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,forest park,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
64,1970-1989,downstate medical,terms_bigram,1758,10406,15,10,0.8532,0.0961,0.7571,8.7338,2.099249,downstate medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,downstate medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
66,1970-1989,kernberg otto,terms_bigram,1758,10406,19,40,1.0808,0.3844,0.6964,2.8487,2.086168,kernberg otto,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,kernberg otto,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
67,1970-1989,pointed out,terms_bigram,1758,10406,37,160,2.1047,1.5376,0.5671,1.3823,2.062838,pointed out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,pointed out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
69,1970-1989,external objects,terms_bigram,1758,10406,16,20,0.9101,0.1922,0.7179,4.762,2.034044,external objects,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,external objects,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
70,1970-1989,great neck,terms_bigram,1758,10406,16,20,0.9101,0.1922,0.7179,4.762,2.034044,great neck,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,great neck,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
71,1970-1989,ego psychology,terms_bigram,1758,10406,28,103,1.5927,0.9898,0.6029,1.6292,2.030161,ego psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
73,1970-1989,transference phenomena,terms_bigram,1758,10406,17,29,0.967,0.2787,0.6883,3.5097,1.989508,transference phenomena,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference phenomena,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
74,1970-1989,arbor michigan,terms_bigram,1758,10406,15,15,0.8532,0.1441,0.7091,5.9164,1.966028,arbor michigan,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,arbor michigan,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
75,1970-1989,joseph sandler,terms_bigram,1758,10406,16,23,0.9101,0.221,0.6891,4.1541,1.952364,joseph sandler,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,joseph sandler,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
76,1970-1989,identification vicissitudes,terms_bigram,1758,10406,13,0,0.7395,0.0,0.7395,159.7436,1.951521,identification vicissitudes,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,identification vicissitudes,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
77,1970-1989,primal scene,terms_bigram,1758,10406,21,59,1.1945,0.567,0.6276,2.1379,1.93981,primal scene,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,primal scene,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
78,1970-1989,intrapsychic conflict,terms_bigram,1758,10406,18,38,1.0239,0.3652,0.6587,2.843,1.939552,intrapsychic conflict,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,intrapsychic conflict,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
79,1970-1989,penis envy,terms_bigram,1758,10406,17,31,0.967,0.2979,0.6691,3.2869,1.933956,penis envy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,penis envy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
80,1970-1989,internal external,terms_bigram,1758,10406,27,100,1.5358,0.961,0.5749,1.6189,1.915525,internal external,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,internal external,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
81,1970-1989,infantile neurosis,terms_bigram,1758,10406,15,17,0.8532,0.1634,0.6899,5.2403,1.91274,infantile neurosis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,infantile neurosis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
82,1970-1989,leo rangell,terms_bigram,1758,10406,17,32,0.967,0.3075,0.6595,3.1858,1.90618,leo rangell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,leo rangell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
85,1970-1989,very early,terms_bigram,1758,10406,22,68,1.2514,0.6535,0.598,1.9434,1.874878,very early,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,very early,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
86,1970-1989,blum summary,terms_bigram,1758,10406,13,4,0.7395,0.0384,0.701,17.7493,1.850078,blum summary,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,blum summary,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
89,1970-1989,frame reference,terms_bigram,1758,10406,19,49,1.0808,0.4709,0.6099,2.3307,1.827071,frame reference,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,frame reference,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
90,1970-1989,psychic energy,terms_bigram,1758,10406,14,13,0.7964,0.1249,0.6714,6.3547,1.81827,psychic energy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychic energy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
91,1970-1989,structure formation,terms_bigram,1758,10406,13,6,0.7395,0.0577,0.6818,12.288,1.799356,structure formation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,structure formation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
92,1970-1989,beverly hills,terms_bigram,1758,10406,20,57,1.1377,0.5478,0.5899,2.1093,1.79595,beverly hills,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,beverly hills,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
95,1970-1989,role played,terms_bigram,1758,10406,18,45,1.0239,0.4324,0.5914,2.4056,1.741482,role played,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,role played,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
96,1970-1989,personality organization,terms_bigram,1758,10406,19,52,1.0808,0.4997,0.5811,2.1975,1.740706,personality organization,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,personality organization,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
97,1970-1989,mental life,terms_bigram,1758,10406,34,151,1.934,1.4511,0.4829,1.3473,1.716984,mental life,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,mental life,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
98,1970-1989,inner outer,terms_bigram,1758,10406,18,46,1.0239,0.4421,0.5818,2.3538,1.713187,inner outer,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,inner outer,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
99,1970-1989,jacob arlow,terms_bigram,1758,10406,15,25,0.8532,0.2402,0.613,3.5963,1.699587,jacob arlow,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,jacob arlow,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
100,1970-1989,oedipal phase,terms_bigram,1758,10406,14,18,0.7964,0.173,0.6234,4.6372,1.688151,oedipal phase,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,oedipal phase,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
1,1990-2009,version accepted,terms_bigram,3927,8237,217,146,5.5258,1.7725,3.7534,3.1137,20.209931,version accepted,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,version accepted,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
2,1990-2009,final version,terms_bigram,3927,8237,219,152,5.5768,1.8453,3.7314,3.0187,20.12602,final version,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,final version,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
3,1990-2009,training supervising,terms_bigram,3927,8237,226,253,5.755,3.0715,2.6835,1.8739,14.557976,training supervising,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,training supervising,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
6,1990-2009,transference countertransference,terms_bigram,3927,8237,124,115,3.1576,1.3961,1.7615,2.2607,8.505013,transference countertransference,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference countertransference,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
15,1990-2009,therapeutic action,terms_bigram,3927,8237,88,92,2.2409,1.1169,1.124,2.0066,5.045159,therapeutic action,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,therapeutic action,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
16,1990-2009,psychic reality,terms_bigram,3927,8237,78,71,1.9862,0.862,1.1243,2.3026,4.912504,psychic reality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychic reality,final_keep,protected_psychoanalytic_term,True,key_bigrams_by_period
17,1990-2009,self psychology,terms_bigram,3927,8237,74,69,1.8844,0.8377,1.0467,2.2481,4.519143,self psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,self psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
20,1990-2009,american psychological,terms_bigram,3927,8237,56,36,1.426,0.4371,0.989,3.2464,3.998467,american psychological,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,american psychological,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
25,1990-2009,ann arbor,terms_bigram,3927,8237,57,49,1.4515,0.5949,0.8566,2.4362,3.478228,ann arbor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ann arbor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
27,1990-2009,submitted publication,terms_bigram,3927,8237,61,62,1.5533,0.7527,0.8006,2.0637,3.304379,submitted publication,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,submitted publication,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
28,1990-2009,harvard medical,terms_bigram,3927,8237,61,69,1.5533,0.8377,0.7157,1.8558,2.953646,harvard medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,harvard medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
29,1990-2009,peter fonagy,terms_bigram,3927,8237,42,25,1.0695,0.3035,0.766,3.4954,2.881117,peter fonagy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,peter fonagy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
31,1990-2009,psychic change,terms_bigram,3927,8237,40,22,1.0186,0.2671,0.7515,3.7751,2.790756,psychic change,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychic change,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
32,1990-2009,earthlink net,terms_bigram,3927,8237,41,26,1.0441,0.3156,0.7284,3.2844,2.722538,earthlink net,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,earthlink net,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
33,1990-2009,glen gabbard,terms_bigram,3927,8237,42,29,1.0695,0.3521,0.7174,3.0215,2.698468,glen gabbard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,glen gabbard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
34,1990-2009,panel held,terms_bigram,3927,8237,35,12,0.8913,0.1457,0.7456,5.9562,2.671805,panel held,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,panel held,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
37,1990-2009,belsize lane,terms_bigram,3927,8237,40,26,1.0186,0.3156,0.7029,3.2052,2.61042,belsize lane,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,belsize lane,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
38,1990-2009,physicians surgeons,terms_bigram,3927,8237,36,16,0.9167,0.1942,0.7225,4.6394,2.608833,physicians surgeons,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,physicians surgeons,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
39,1990-2009,author shows,terms_bigram,3927,8237,35,15,0.8913,0.1821,0.7092,4.8034,2.54129,author shows,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author shows,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
40,1990-2009,projective identification,terms_bigram,3927,8237,84,131,2.139,1.5904,0.5487,1.3477,2.437472,projective identification,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,projective identification,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
41,1990-2009,thomas ogden,terms_bigram,3927,8237,37,24,0.9422,0.2914,0.6508,3.2101,2.367439,thomas ogden,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,thomas ogden,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
42,1990-2009,supervisor postdoctoral,terms_bigram,3927,8237,31,12,0.7894,0.1457,0.6437,5.2851,2.230972,supervisor postdoctoral,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,supervisor postdoctoral,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
43,1990-2009,common ground,terms_bigram,3927,8237,36,26,0.9167,0.3156,0.6011,2.8887,2.170456,common ground,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,common ground,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
44,1990-2009,columbia physicians,terms_bigram,3927,8237,28,9,0.713,0.1093,0.6037,6.2918,2.033003,columbia physicians,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,columbia physicians,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
45,1990-2009,examples illustrate,terms_bigram,3927,8237,35,27,0.8913,0.3278,0.5635,2.7074,2.019228,examples illustrate,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,examples illustrate,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
47,1990-2009,reprints sent,terms_bigram,3927,8237,26,6,0.6621,0.0728,0.5892,8.5503,1.942042,reprints sent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,reprints sent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
48,1990-2009,requests reprints,terms_bigram,3927,8237,26,6,0.6621,0.0728,0.5892,8.5503,1.942042,requests reprints,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,requests reprints,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
49,1990-2009,conscious unconscious,terms_bigram,3927,8237,65,99,1.6552,1.2019,0.4533,1.3806,1.899228,conscious unconscious,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,conscious unconscious,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
50,1990-2009,steven roose,terms_bigram,3927,8237,27,10,0.6875,0.1214,0.5661,5.4928,1.886509,steven roose,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,steven roose,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
52,1990-2009,lewis aron,terms_bigram,3927,8237,32,24,0.8149,0.2914,0.5235,2.7821,1.830433,lewis aron,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,lewis aron,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
53,1990-2009,ogden thomas,terms_bigram,3927,8237,29,17,0.7385,0.2064,0.5321,3.5354,1.809748,ogden thomas,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ogden thomas,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
54,1990-2009,psychiatry columbia,terms_bigram,3927,8237,29,17,0.7385,0.2064,0.5321,3.5354,1.809748,psychiatry columbia,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychiatry columbia,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
55,1990-2009,analyst's subjectivity,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174,analyst's subjectivity,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,analyst's subjectivity,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
56,1990-2009,accepted february,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174,accepted february,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,accepted february,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
57,1990-2009,spring meeting,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174,spring meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,spring meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
59,1990-2009,finally author,terms_bigram,3927,8237,23,4,0.5857,0.0486,0.5371,10.9523,1.70702,finally author,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,finally author,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
60,1990-2009,henry smith,terms_bigram,3927,8237,22,2,0.5602,0.0243,0.5359,18.8753,1.680447,henry smith,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,henry smith,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
61,1990-2009,gender identity,terms_bigram,3927,8237,37,40,0.9422,0.4856,0.4566,1.9419,1.660854,gender identity,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,gender identity,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
62,1990-2009,author illustrates,terms_bigram,3927,8237,24,8,0.6112,0.0971,0.514,6.045,1.654601,author illustrates,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author illustrates,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
63,1990-2009,intrapsychic interpersonal,terms_bigram,3927,8237,24,8,0.6112,0.0971,0.514,6.045,1.654601,intrapsychic interpersonal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,intrapsychic interpersonal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
65,1990-2009,author attempts,terms_bigram,3927,8237,25,11,0.6366,0.1335,0.5031,4.6504,1.639065,author attempts,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author attempts,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
66,1990-2009,mental states,terms_bigram,3927,8237,38,43,0.9677,0.522,0.4456,1.8562,1.632575,mental states,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,mental states,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
67,1990-2009,theodore shapiro,terms_bigram,3927,8237,23,6,0.5857,0.0728,0.5128,7.5824,1.629855,theodore shapiro,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,theodore shapiro,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
71,1990-2009,earlier version,terms_bigram,3927,8237,23,7,0.5857,0.085,0.5007,6.5714,1.591272,earlier version,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,earlier version,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
72,1990-2009,ogden laurel,terms_bigram,3927,8237,23,8,0.5857,0.0971,0.4886,5.7983,1.552689,ogden laurel,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ogden laurel,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
73,1990-2009,accepted march,terms_bigram,3927,8237,26,16,0.6621,0.1942,0.4678,3.3683,1.541916,accepted march,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,accepted march,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
74,1990-2009,author demonstrates,terms_bigram,3927,8237,22,7,0.5602,0.085,0.4752,6.2918,1.490118,author demonstrates,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author demonstrates,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
76,1990-2009,sexual abuse,terms_bigram,3927,8237,34,37,0.8658,0.4492,0.4166,1.9295,1.481187,sexual abuse,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,sexual abuse,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
78,1990-2009,cognitive science,terms_bigram,3927,8237,21,5,0.5348,0.0607,0.4741,8.1983,1.465332,cognitive science,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,cognitive science,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
80,1990-2009,psychiatry harvard,terms_bigram,3927,8237,31,31,0.7894,0.3764,0.4131,2.0973,1.431543,psychiatry harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychiatry harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
81,1990-2009,therapeutic change,terms_bigram,3927,8237,28,24,0.713,0.2914,0.4216,2.4397,1.419801,therapeutic change,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,therapeutic change,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
82,1990-2009,author concludes,terms_bigram,3927,8237,22,9,0.5602,0.1093,0.451,4.9672,1.413986,author concludes,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author concludes,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
83,1990-2009,supervising columbia,terms_bigram,3927,8237,25,17,0.6366,0.2064,0.4302,3.056,1.401739,supervising columbia,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,supervising columbia,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
84,1990-2009,judy kantrowitz,terms_bigram,3927,8237,23,12,0.5857,0.1457,0.44,3.9428,1.398359,judy kantrowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,judy kantrowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
86,1990-2009,author offers,terms_bigram,3927,8237,24,15,0.6112,0.1821,0.429,3.315,1.381054,author offers,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,author offers,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
87,1990-2009,neil altman,terms_bigram,3927,8237,19,2,0.4838,0.0243,0.4595,16.3586,1.376686,neil altman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,neil altman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
88,1990-2009,compromise formations,terms_bigram,3927,8237,22,10,0.5602,0.1214,0.4388,4.4941,1.37592,compromise formations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,compromise formations,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
90,1990-2009,ontario canada,terms_bigram,3927,8237,29,28,0.7385,0.3399,0.3985,2.1708,1.355539,ontario canada,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ontario canada,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
