rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
163,recent years,2,52,52,1.778,2924
164,psychoanalytic practice,2,52,39,1.334,2924
165,psychoanalytic thinking,2,52,44,1.505,2924
166,harvard edu,2,52,51,1.744,2924
167,adrienne harris,2,52,18,0.616,2924
168,therapeutic process,2,51,32,1.094,2924
169,psychoanalytic theories,2,51,43,1.471,2924
170,self object,2,51,31,1.06,2924
171,charles brenner,2,51,17,0.581,2924
172,arnold richards,2,51,17,0.581,2924
173,robert emde,2,51,13,0.445,2924
174,body image,2,50,29,0.992,2924
175,hans loewald,2,50,15,0.513,2924
176,female sexuality,2,50,26,0.889,2924
177,heinz kohut,2,50,19,0.65,2924
178,mental life,2,50,39,1.334,2924
179,avenue chicago,2,50,50,1.71,2924
180,body-ego experiences,2,50,1,0.034,2924
181,relations theory,2,50,25,0.855,2924
182,steven cooper,2,50,15,0.513,2924
183,psychotherapy psychoanalysis,2,49,42,1.436,2924
184,associate professor,2,49,48,1.642,2924
185,fall meeting,2,49,48,1.642,2924
186,theodore jacobs,2,49,13,0.445,2924
187,donald moss,2,49,16,0.547,2924
188,clinical data,2,48,39,1.334,2924
189,differences between,2,48,40,1.368,2924
190,reality testing,2,48,33,1.129,2924
191,street cambridge,2,48,48,1.642,2924
192,session american,2,48,20,0.684,2924
193,lewis kirshner,2,48,15,0.513,2924
194,poster session,2,48,15,0.513,2924
195,jeanine vivona,2,48,15,0.513,2924
196,body ego,2,47,9,0.308,2924
197,phyllis greenacre,2,47,15,0.513,2924
198,psychoanalytic ideas,2,47,29,0.992,2924
199,international universities,2,47,27,0.923,2924
200,universities press,2,47,27,0.923,2924
201,clinical theory,2,47,36,1.231,2924
202,judith chused,2,47,15,0.513,2924
203,kerry malawista,2,47,12,0.41,2924
204,narcissistic personality,2,46,21,0.718,2924
205,psychoanalysis psychotherapy,2,46,32,1.094,2924
206,york international,2,46,26,0.889,2924
207,primal scene,2,46,19,0.65,2924
208,jules glenn,2,46,11,0.376,2924
209,personality organization,2,46,21,0.718,2924
210,robert galatzer-levy,2,46,11,0.376,2924
211,journal american,2,45,31,1.06,2924
212,castration anxiety,2,45,29,0.992,2924
213,one hand,2,45,45,1.539,2924
214,questions about,2,45,40,1.368,2924
215,physicians surgeons,2,45,38,1.3,2924
216,attempt made,2,44,44,1.505,2924
217,association december,2,44,44,1.505,2924
218,conscious unconscious,2,44,38,1.3,2924
219,psychoanalysis psychoanalytic,2,44,31,1.06,2924
220,college medicine,2,44,41,1.402,2924
221,harvard medical,2,44,44,1.505,2924
222,arnold goldberg,2,44,11,0.376,2924
223,deborah cabaniss,2,44,19,0.65,2924
224,ralph greenson,2,43,11,0.376,2924
225,sylvan keiser,2,43,11,0.376,2924
226,between psychoanalysis,2,43,31,1.06,2924
227,martin stein,2,43,12,0.41,2924
228,margaret mahler,2,43,20,0.684,2924
229,developmental theory,2,43,23,0.787,2924
230,structural change,2,43,20,0.684,2924
231,merton gill,2,42,14,0.479,2924
232,ego superego,2,42,38,1.3,2924
233,psychoanalytic thought,2,42,34,1.163,2924
234,sense self,2,42,25,0.855,2924
235,panel held,2,42,41,1.402,2924
236,new england,2,42,39,1.334,2924
237,donald spence,2,42,10,0.342,2924
238,psychiatry columbia,2,42,35,1.197,2924
239,university college,2,42,35,1.197,2924
240,college physicians,2,42,35,1.197,2924
241,self psychology,2,42,20,0.684,2924
242,peter fonagy,2,42,19,0.65,2924
243,nancy chodorow,2,42,16,0.547,2924
244,analytic treatment,2,41,37,1.265,2924
245,york university,2,41,37,1.265,2924
246,analyst psychoanalytic,2,41,34,1.163,2924
247,mental functioning,2,41,31,1.06,2924
248,psychoanalytic work,2,41,35,1.197,2924
249,implications psychoanalytic,2,41,23,0.787,2924
250,analytic training,2,41,26,0.889,2924
