term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm
maintains private,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,13.018161,3.5534,pending,,,maintains private
relational perspectives,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,12.88639,3.5174,pending,,,relational perspectives
program faculty,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,12.787561,3.4905,pending,,,program faculty
editorial boards,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,12.754619,3.4815,pending,,,editorial boards
adjunct professor,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,12.589905,3.4365,pending,,,adjunct professor
private correspondence,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,36,3.4516,12.39844,3.4336,pending,,,private correspondence
self psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,43,4.1227,12.198423,3.2235,pending,,,self psychology
mental health,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,60,5.7526,11.893504,2.8932,pending,,,mental health
book series,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,35,3.3557,11.735224,3.2748,pending,,,book series
jack foehl,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,34,3.2598,11.589821,3.2598,pending,,,jack foehl
study center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,35,3.3557,10.800758,3.014,pending,,,study center
harvard medical,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,39,3.7392,10.775003,2.9209,pending,,,harvard medical
assistant professor,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,39,3.7392,10.741833,2.912,pending,,,assistant professor
professor psychiatry,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,54,5.1774,10.585891,2.6416,pending,,,professor psychiatry
personal supervising,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,32,3.0681,10.098728,2.8882,pending,,,personal supervising
francisco center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,33,3.164,10.047413,2.8492,pending,,,francisco center
past president,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,32,3.0681,9.941525,2.8433,pending,,,past president
francisco california,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,33,3.164,9.920577,2.8133,pending,,,francisco california
mitchell relational,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,29,2.7804,9.334495,2.7445,pending,,,mitchell relational
south africa,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,31,2.9722,9.272437,2.6755,pending,,,south africa
psychoanalyst private,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,29,2.7804,9.21216,2.7085,pending,,,psychoanalyst private
doctoral program,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,29,2.7804,8.875741,2.6096,pending,,,doctoral program
faculty supervising,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,29,2.7804,8.631073,2.5377,pending,,,faculty supervising
white adjunct,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,27,2.5887,8.566106,2.5707,pending,,,white adjunct
amy schwartz,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,8.215892,2.4928,pending,,,amy schwartz
schwartz cooney,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,8.215892,2.4928,pending,,,schwartz cooney
joint editor-in-chief,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,8.15662,2.4748,pending,,,joint editor-in-chief
psychologist psychoanalyst,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,8.038076,2.4389,pending,,,psychologist psychoanalyst
editor studies,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,7.919531,2.4029,pending,,,editor studies
adrienne harris,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,28,2.6846,7.798293,2.3159,pending,,,adrienne harris
faculty stephen,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.780139,2.3879,pending,,,faculty stephen
consulting room,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,33,3.164,7.732654,2.1928,pending,,,consulting room
issue dialogues,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.662952,2.352,pending,,,issue dialogues
national training,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.604358,2.334,pending,,,national training
graduate center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.516468,2.307,pending,,,graduate center
published routledge,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,7.406809,2.3011,pending,,,published routledge
founding member,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.39928,2.271,pending,,,founding member
faculty northern,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,7.39928,2.271,pending,,,faculty northern
relational study,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,7.377865,2.2921,pending,,,relational study
study subjectivity,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,26,2.4928,7.356444,2.232,pending,,,study subjectivity
dialogues issue,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,23,2.2052,7.008172,2.2052,pending,,,dialogues issue
levine lauren,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,23,2.2052,6.979595,2.1962,pending,,,levine lauren
psychological association,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,28,2.6846,6.92021,2.0551,pending,,,psychological association
founding board,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,23,2.2052,6.893864,2.1692,pending,,,founding board
stephen seligman,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,6.827927,2.1212,pending,,,stephen seligman
child adolescent,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,28,2.6846,6.768817,2.0102,pending,,,child adolescent
relational perspective,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,6.509541,2.0223,pending,,,relational perspective
therapeutic action,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,33,3.164,6.496002,1.8421,pending,,,therapeutic action
lewis aron,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,6.480597,2.0133,pending,,,lewis aron
member faculty,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,23,2.2052,6.465208,2.0343,pending,,,member faculty
hartman lauren,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,21,2.0134,6.223575,2.0134,pending,,,hartman lauren
psychologist private,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,21,2.0134,6.112397,1.9775,pending,,,psychologist private
culture society,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,21,2.0134,5.973424,1.9325,pending,,,culture society
president international,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,22,2.1093,5.852451,1.8665,pending,,,president international
american psychological,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,25,2.3969,5.84655,1.7945,pending,,,american psychological
race class,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,20,1.9175,5.728505,1.8816,pending,,,race class
donnel stern,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,21,2.0134,5.723272,1.8516,pending,,,donnel stern
california san,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,23,2.2052,5.693628,1.7915,pending,,,california san
center faculty,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,20,1.9175,5.673752,1.8636,pending,,,center faculty
advisory board,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,20,1.9175,5.509494,1.8096,pending,,,advisory board
routledge correspondence,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,19,1.8217,5.45723,1.8217,pending,,,routledge correspondence
cooney amy,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,19,1.8217,5.45723,1.8217,pending,,,cooney amy
series routledge,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,19,1.8217,5.430293,1.8127,pending,,,series routledge
boston society,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,24,2.3011,5.380721,1.6716,pending,,,boston society
faculty national,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,19,1.8217,5.376418,1.7947,pending,,,faculty national
los angeles,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,38,3.6433,5.342503,1.4583,pending,,,los angeles
human rights,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,19,1.8217,5.160917,1.7228,pending,,,human rights
amy cooney,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_dialogues,2010-2025,,18,1.7258,5.081486,1.7258,pending,,,amy cooney
object relations,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,15,12.1951,22.759466,8.2087,pending,,,object relations
reprints sent,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,6,4.878,9.072066,4.6621,pending,,,reprints sent
requests reprints,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,6,4.878,9.072066,4.6621,pending,,,requests reprints
conscious unconscious,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,5,4.065,4.917578,2.7446,pending,,,conscious unconscious
frank lachmann,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,4.899787,3.0444,pending,,,frank lachmann
object constancy,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,4.726024,2.9364,pending,,,object constancy
narcissistic personality,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,4.472065,2.7786,pending,,,narcissistic personality
object representations,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,4.137907,2.571,pending,,,object representations
borderline personality,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,3.87058,2.4049,pending,,,borderline personality
therapeutic relationship,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,3.416126,2.1226,pending,,,therapeutic relationship
disorder rorschach,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.381206,2.439,pending,,,disorder rorschach
milieu discussed,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.369693,2.4307,pending,,,milieu discussed
joseph masling,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.346666,2.4141,pending,,,joseph masling
borderline psychopathology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.335153,2.4058,pending,,,borderline psychopathology
borderline schizophrenic,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.335153,2.4058,pending,,,borderline schizophrenic
rorschach protocols,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.335153,2.4058,pending,,,rorschach protocols
lloyd silverman,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.32364,2.3975,pending,,,lloyd silverman
kernberg kohut,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.32364,2.3975,pending,,,kernberg kohut
reliability validity,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.312127,2.3892,pending,,,reliability validity
sex differences,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.289101,2.3726,pending,,,sex differences
lachmann frank,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.266075,2.356,pending,,,lachmann frank
narcissistic pathology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.208509,2.3145,pending,,,narcissistic pathology
robert bornstein,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.185483,2.2978,pending,,,robert bornstein
internalized object,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,3.012786,2.1733,pending,,,internalized object
aggressive impulses,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.943707,2.1234,pending,,,aggressive impulses
defenses against,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.932194,2.1151,pending,,,defenses against
heinz kohut,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.932194,2.1151,pending,,,heinz kohut
male female,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.552261,1.8411,pending,,,male female
ego superego,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.126276,1.5338,pending,,,ego superego
personality disorders,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,2.045684,1.4756,pending,,,personality disorders
personality disorder,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,1.803909,1.3012,pending,,,personality disorder
self psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,1.769369,1.2763,pending,,,self psychology
projective identification,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,0.940425,0.6784,pending,,,projective identification
transference countertransference,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,3,2.439,0.66411,0.4791,pending,,,transference countertransference
point view,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1970-1989,,4,3.252,0.034448,0.0214,pending,,,point view
professor psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,36,5.7878,15.361753,4.2543,pending,,,professor psychology
object relations,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,47,7.5563,14.225865,3.6748,pending,,,object relations
reprints sent,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,26,4.1801,13.605479,4.1281,pending,,,reprints sent
requests reprints,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,26,4.1801,13.605479,4.1281,pending,,,requests reprints
faculty member,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,25,4.0193,8.550506,2.6244,pending,,,faculty member
electronic sent,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,18,2.8939,8.520885,2.8939,pending,,,electronic sent
self psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,22,3.537,7.803092,2.4886,pending,,,self psychology
psychological association,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,19,3.0547,7.100501,2.3702,pending,,,psychological association
associate professor,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,24,3.8585,6.870314,2.1344,pending,,,associate professor
assistant professor,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,20,3.2154,6.861529,2.2537,pending,,,assistant professor
psychoanalytically oriented,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,16,2.5723,6.232488,2.1998,pending,,,psychoanalytically oriented
american psychological,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,16,2.5723,5.422438,1.9139,pending,,,american psychological
private practitioner,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,4.948455,1.9293,pending,,,private practitioner
therapeutic action,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,18,2.8939,4.38816,1.4903,pending,,,therapeutic action
robert bornstein,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,11,1.7685,4.200766,1.6905,pending,,,robert bornstein
freudian society,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,4.192882,1.6347,pending,,,freudian society
program psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,11,1.7685,3.856298,1.5519,pending,,,program psychology
meissner meissner,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,10,1.6077,3.356528,1.3998,pending,,,meissner meissner
presented illustrate,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,3.326195,1.2968,pending,,,presented illustrate
mental health,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,25,4.0193,3.130696,0.9609,pending,,,mental health
intrapsychic interpersonal,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.872874,1.2477,pending,,,intrapsychic interpersonal
ann arbor,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,2.859517,1.1148,pending,,,ann arbor
affect regulation,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,10,1.6077,2.857918,1.1918,pending,,,affect regulation
chestnut hill,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,10,1.6077,2.857918,1.1918,pending,,,chestnut hill
robert stolorow,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.832974,1.2303,pending,,,robert stolorow
sidney blatt,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.813025,1.2217,pending,,,sidney blatt
professional psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.733226,1.187,pending,,,professional psychology
relations perspective,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,2.730828,1.2429,pending,,,relations perspective
division american,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.693327,1.1697,pending,,,division american
donna orange,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,2.673718,1.2169,pending,,,donna orange
california san,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,10,1.6077,2.629389,1.0965,pending,,,california san
author argues,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,14,2.2508,2.622829,0.9685,pending,,,author argues
sexual abuse,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,10,1.6077,2.587838,1.0792,pending,,,sexual abuse
meeting division,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,2.578534,1.1735,pending,,,meeting division
frank summers,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,2.578534,1.1735,pending,,,frank summers
medical center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,15,2.4116,2.482503,0.8954,pending,,,medical center
study subjectivity,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.414032,1.0484,pending,,,study subjectivity
object loss,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.394083,1.0397,pending,,,object loss
ontario canada,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,2.374133,1.0311,pending,,,ontario canada
transference countertransference,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,17,2.7331,2.340359,0.8097,pending,,,transference countertransference
orange psyd,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,2.322191,1.1167,pending,,,orange psyd
psychological testing,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,2.196077,1.0561,pending,,,psychological testing
commonwealth chestnut,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,2.178061,1.0474,pending,,,commonwealth chestnut
writing book,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,2.105996,1.0128,pending,,,writing book
therapeutic relationship,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,2.103944,0.8203,pending,,,therapeutic relationship
personality disorder,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,12,1.9293,2.103944,0.8203,pending,,,personality disorder
doctoral program,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,2.064541,0.9396,pending,,,doctoral program
center mental,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.997898,0.9608,pending,,,center mental
cognitive science,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.997898,0.9608,pending,,,cognitive science
childhood sexual,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.925833,0.9261,pending,,,childhood sexual
intellectual interests,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,intellectual interests
interests center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,interests center
zvi lothane,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,zvi lothane
ronald naso,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,ronald naso
suite stamford,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,suite stamford
naso ronald,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.860224,0.956,pending,,,naso ronald
spring meeting,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.853767,0.8915,pending,,,spring meeting
psychiatry california,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.817735,0.8741,pending,,,psychiatry california
object representations,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,9,1.4469,1.795594,0.7798,pending,,,object representations
director psychology,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.792787,0.9213,pending,,,director psychology
bornstein robert,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.792787,0.9213,pending,,,bornstein robert
hill meissner,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.792787,0.9213,pending,,,hill meissner
international universities,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.781702,0.8568,pending,,,international universities
universities press,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.781702,0.8568,pending,,,universities press
george atwood,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.775927,0.9126,pending,,,george atwood
thematic apperception,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.759068,0.904,pending,,,thematic apperception
apperception test,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.759068,0.904,pending,,,apperception test
fifth suite,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.759068,0.904,pending,,,fifth suite
postdoctoral program,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,23,3.6977,1.729019,0.544,pending,,,postdoctoral program
diana diamond,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.70849,0.878,pending,,,diana diamond
doris silverman,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.691631,0.8693,pending,,,doris silverman
relational theories,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.691631,0.8693,pending,,,relational theories
postgraduate center,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.691631,0.8693,pending,,,postgraduate center
supervisor postdoctoral,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.691621,0.8135,pending,,,supervisor postdoctoral
self psychological,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.674771,0.8607,pending,,,self psychological
nature human,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.657912,0.852,pending,,,nature human
discussed terms,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.655588,0.7962,pending,,,discussed terms
wilma bucci,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.641052,0.8433,pending,,,wilma bucci
over course,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,1.626695,0.7403,pending,,,over course
psychological services,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.624193,0.8347,pending,,,psychological services
boston massachusetts,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.624193,0.8347,pending,,,boston massachusetts
francisco california,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,1.607659,0.7317,pending,,,francisco california
alan sugarman,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,6,0.9646,1.607334,0.826,pending,,,alan sugarman
author proposes,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,8,1.2862,1.588622,0.723,pending,,,author proposes
eating disorders,key_bigrams_by_journal_period,terms_bigram,psychoanalytic_psychology,1990-2009,,7,1.1254,1.583523,0.7615,pending,,,eating disorders
