rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
63,psychoanalytic_psychotherapy,health settings,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
64,psychoanalytic_psychotherapy,kingsley publishers,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
65,psychoanalytic_psychotherapy,nhs net,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
66,psychoanalytic_psychotherapy,below former,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
67,psychoanalytic_psychotherapy,proposals contain,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
68,psychoanalytic_psychotherapy,need pay,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
69,psychoanalytic_psychotherapy,entry fee,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
70,psychoanalytic_psychotherapy,proposals submissions,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
71,psychoanalytic_psychotherapy,encourage enter,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
72,psychoanalytic_psychotherapy,enter competitions,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
73,psychoanalytic_psychotherapy,evidence-based study,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
74,psychoanalytic_psychotherapy,best proposals,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
75,psychoanalytic_psychotherapy,journals european,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
76,psychoanalytic_psychotherapy,essential criteria,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
77,psychoanalytic_psychotherapy,wished competition,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
78,psychoanalytic_psychotherapy,evidence-based empirical,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
79,psychoanalytic_psychotherapy,member pay,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
80,psychoanalytic_psychotherapy,out plan,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
81,psychoanalytic_psychotherapy,prizes evidence-based,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
82,psychoanalytic_psychotherapy,via entry,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
83,psychoanalytic_psychotherapy,prize proposal,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
84,psychoanalytic_psychotherapy,completed accepted,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
85,psychoanalytic_psychotherapy,studies eligible,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
86,psychoanalytic_psychotherapy,submissions proposals,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
87,psychoanalytic_psychotherapy,approved stage,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
88,psychoanalytic_psychotherapy,competition evidence-based,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
89,psychoanalytic_psychotherapy,members need,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
90,psychoanalytic_psychotherapy,winners announced,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
91,psychoanalytic_psychotherapy,ensure meets,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
92,psychoanalytic_psychotherapy,proposal must,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
93,psychoanalytic_psychotherapy,prize chair,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
94,psychoanalytic_psychotherapy,membership access,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
95,psychoanalytic_psychotherapy,entries via,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
96,psychoanalytic_psychotherapy,proposals evidence-based,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
97,psychoanalytic_psychotherapy,study prizes,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
98,psychoanalytic_psychotherapy,study proposals,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
99,psychoanalytic_psychotherapy,competitions open,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
100,psychoanalytic_psychotherapy,membership entry,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
