rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
20,1970-1989,harold blum,terms_bigram,1758,10406,29,42,1.6496,0.4036,1.246,4.1067,4.237853
21,1970-1989,object relationships,terms_bigram,1758,10406,34,93,1.934,0.8937,1.0403,2.1831,3.698631
22,1970-1989,topeka kansas,terms_bigram,1758,10406,25,32,1.4221,0.3075,1.1146,4.6421,3.63133
23,1970-1989,projective identification,terms_bigram,1758,10406,45,170,2.5597,1.6337,0.9261,1.5789,3.545529
24,1970-1989,libidinal aggressive,terms_bigram,1758,10406,23,23,1.3083,0.221,1.0873,5.9164,3.45543
25,1970-1989,francisco calif,terms_bigram,1758,10406,21,8,1.1945,0.0769,1.1177,14.9651,3.454736
26,1970-1989,summary describes,terms_bigram,1758,10406,21,8,1.1945,0.0769,1.1177,14.9651,3.454736
27,1970-1989,haven conn,terms_bigram,1758,10406,21,9,1.1945,0.0865,1.1081,13.3898,3.425032
28,1970-1989,blum harold,terms_bigram,1758,10406,24,33,1.3652,0.3171,1.0481,4.3269,3.373585
29,1970-1989,object representations,terms_bigram,1758,10406,27,59,1.5358,0.567,0.9689,2.7345,3.228425
30,1970-1989,reality testing,terms_bigram,1758,10406,26,52,1.479,0.4997,0.9792,2.9864,3.227421
31,1970-1989,chicago ill,terms_bigram,1758,10406,22,24,1.2514,0.2306,1.0208,5.4335,3.200668
32,1970-1989,estates harold,terms_bigram,1758,10406,20,9,1.1377,0.0865,1.0512,12.767,3.200304
33,1970-1989,blum hemlocks,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405
34,1970-1989,hemlocks roslyn,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405
35,1970-1989,fall meeting,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405
36,1970-1989,north michigan,terms_bigram,1758,10406,22,27,1.2514,0.2595,0.992,4.8407,3.110273
37,1970-1989,roslyn estates,terms_bigram,1758,10406,21,24,1.1945,0.2306,0.9639,5.192,2.979465
38,1970-1989,acting out,terms_bigram,1758,10406,36,128,2.0478,1.2301,0.8177,1.6805,2.952727
39,1970-1989,summary attempted,terms_bigram,1758,10406,19,11,1.0808,0.1057,0.9751,10.0322,2.921035
40,1970-1989,object loss,terms_bigram,1758,10406,22,34,1.2514,0.3267,0.9247,3.8585,2.899352
41,1970-1989,transference resistance,terms_bigram,1758,10406,22,34,1.2514,0.3267,0.9247,3.8585,2.899352
42,1970-1989,meeting american,terms_bigram,1758,10406,40,157,2.2753,1.5087,0.7666,1.5214,2.846705
43,1970-1989,ann arbor,terms_bigram,1758,10406,28,78,1.5927,0.7496,0.8432,2.148,2.83914
44,1970-1989,otto kernberg,terms_bigram,1758,10406,24,53,1.3652,0.5093,0.8559,2.7094,2.754927
45,1970-1989,box topeka,terms_bigram,1758,10406,19,17,1.0808,0.1634,0.9174,6.5926,2.748304
46,1970-1989,summary freud's,terms_bigram,1758,10406,17,6,0.967,0.0577,0.9093,15.9288,2.628356
