rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
90,psychoanalytic_psychotherapy,karnac,terms_unigram,870,11294,27,17,3.1034,0.1505,2.9529,20.3781,9.839753
91,psychoanalytic_psychotherapy,programme,terms_unigram,870,11294,31,85,3.5632,0.7526,2.8106,4.7776,9.740819
92,psychoanalytic_psychotherapy,individuals,terms_unigram,870,11294,53,415,6.092,3.6745,2.4174,1.6697,9.643116
93,psychoanalytic_psychotherapy,perspective,terms_unigram,870,11294,89,917,10.2299,8.1194,2.1105,1.265,9.496982
94,psychoanalytic_psychotherapy,provides,terms_unigram,870,11294,53,420,6.092,3.7188,2.3732,1.6499,9.466518
95,psychoanalytic_psychotherapy,orcid,terms_unigram,870,11294,42,262,4.8276,2.3198,2.5078,2.0996,9.432226
96,psychoanalytic_psychotherapy,suicide,terms_unigram,870,11294,32,112,3.6782,0.9917,2.6865,3.7463,9.393311
97,psychoanalytic_psychotherapy,political,terms_unigram,870,11294,46,322,5.2874,2.8511,2.4363,1.8698,9.380057
98,psychoanalytic_psychotherapy,behavioural,terms_unigram,870,11294,28,51,3.2184,0.4516,2.7668,7.1764,9.316714
99,psychoanalytic_psychotherapy,available,terms_unigram,870,11294,50,382,5.7471,3.3823,2.3648,1.7121,9.297979
100,psychoanalytic_psychotherapy,trainees,terms_unigram,870,11294,26,26,2.9885,0.2302,2.7583,12.9679,9.09089
