url,year,volume,issue,doi,keyword_raw,keyword_norm,keyword_pl,keyword_pl_norm,keyword_semantic_auto,keyword_final_clean,keyword_final_polish,,,,,,
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Prodromal-Questionnaire-Brief-version-PQ-B-PL-in-psychiatric,109650,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/109650,PQ–B,pq-b,pq-b,pq-b,pq-b,pq-b,pq-b,,,,,,
"https://www.psychiatriapolska.pl/Polish-adaptation-of-the-Prodromal-Questionnaire-Brief-version-PQ-B-PL-in-psychiatric,109650,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/109650,stany prodromalne psychozy,stany prodromalne psychozy,stany prodromalne psychozy,stany prodromalne psychozy,stany prodromalne psychozy,stany prodromalne psychozy,stany prodromalne psychozy,,,,,,
"https://www.psychiatriapolska.pl/What-exactly-is-catatonia-in-children-and-adolescents,113013,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/113013,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,klasyfikacja zaburzeń psychicznych,,,,,,
"https://www.psychiatriapolska.pl/What-exactly-is-catatonia-in-children-and-adolescents,113013,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/113013,zaburzenia spektrum autyzmu,zaburzenia spektrum autyzmu,zaburzenia spektrum autyzmu,zaburzenia spektrum autyzmu,autyzm,autyzm,autyzm,,,,,,
"https://www.psychiatriapolska.pl/What-exactly-is-catatonia-in-children-and-adolescents,113013,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/113013,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,autoimmunologiczne zapalenie mózgu,,,,,,
"https://www.psychiatriapolska.pl/What-exactly-is-catatonia-in-children-and-adolescents,113013,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/113013,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/What-exactly-is-catatonia-in-children-and-adolescents,113013,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/113013,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/On-the-issues-of-power-in-the-family-and-family-therapy,115438,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/115438,władza,władza,władza,władza,władza,władza,władza,,,,,,
"https://www.psychiatriapolska.pl/On-the-issues-of-power-in-the-family-and-family-therapy,115438,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/115438,gender,gender,gender,gender,gender,gender,gender,,,,,,
"https://www.psychiatriapolska.pl/Familism-the-concept-measure-and-importance-for-mental-health,108993,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/108993,rodzina,rodzina,rodzina,rodzina,rodzina,rodzina,rodzina,,,,,,
"https://www.psychiatriapolska.pl/Familism-the-concept-measure-and-importance-for-mental-health,108993,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/108993,dorosłość,dorosłość,dorosłość,dorosłość,dorosłość,dorosłość,dorosłość,,,,,,
"https://www.psychiatriapolska.pl/Familism-the-concept-measure-and-importance-for-mental-health,108993,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/108993,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/Stigmatization-of-individuals-suffering-from-mental-illness-and-methods-of-counteraction,110061,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/110061,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,,,,,,
"https://www.psychiatriapolska.pl/Stigmatization-of-individuals-suffering-from-mental-illness-and-methods-of-counteraction,110061,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/110061,psychoedukacja,psychoedukacja,psychoedukacja,psychoedukacja,psychoedukacja,psychoedukacja,psychoedukacja,,,,,,
"https://www.psychiatriapolska.pl/Stigmatization-of-individuals-suffering-from-mental-illness-and-methods-of-counteraction,110061,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/110061,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Chronic-anorexia-nervosa-Patient-characteristics-and-treatment-approaches,118601,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/118601,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,chroniczny jadłowstręt psychiczny,,,,,,
"https://www.psychiatriapolska.pl/Chronic-anorexia-nervosa-Patient-characteristics-and-treatment-approaches,118601,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/118601,motywacja,motywacja,motywacja,motywacja,motywacja,motywacja,motywacja,,,,,,
"https://www.psychiatriapolska.pl/Chronic-anorexia-nervosa-Patient-characteristics-and-treatment-approaches,118601,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/118601,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,psychoterapia,,,,,,
"https://www.psychiatriapolska.pl/Chronic-anorexia-nervosa-Patient-characteristics-and-treatment-approaches,118601,0,1.html",2020.0,54.0,4.0,https://doi.org/10.12740/PP/OnlineFirst/118601,Zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,,,,,,
"https://www.psychiatriapolska.pl/Editorial,125527,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/125527,Farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia,farmakoterapia,farmakoterapia,,,,,,
"https://www.psychiatriapolska.pl/Editorial,125527,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/125527,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/A-half-century-of-participant-observation-in-psychiatry-Part-I-Schizophrenia,119379,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/119379,psychiatria,psychiatria,psychiatria,psychiatria,psychiatria,psychiatria,psychiatria,,,,,,
"https://www.psychiatriapolska.pl/A-half-century-of-participant-observation-in-psychiatry-Part-I-Schizophrenia,119379,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/119379,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,,,,,,
"https://www.psychiatriapolska.pl/SARS-CoV-2-pandemic-and-the-population-with-dementia-Recommendations-under-the-auspices,122780,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/122780,otępienie,otępienie,otępienie,otępienie,otępienie,otępienie,otępienie,,,,,,
"https://www.psychiatriapolska.pl/Premorbid-social-relationships-and-the-course-of-schizophrenia-in-a-20-year-follow,115554,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/115554,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,schizofrenia,,,,,,
"https://www.psychiatriapolska.pl/Premorbid-social-relationships-and-the-course-of-schizophrenia-in-a-20-year-follow,115554,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/115554,Psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,,,,,,
"https://www.psychiatriapolska.pl/Cognitive-dysfunctions-in-depression-significance-description-and-treatment-prospects,105415,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105415,wortioksetyna,wortioksetyna,wortioksetyna,wortioksetyna,wortioksetyna,wortioksetyna,wortioksetyna,,,,,,
"https://www.psychiatriapolska.pl/Cognitive-dysfunctions-in-depression-significance-description-and-treatment-prospects,105415,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105415,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Vergence-eye-movements-in-bipolar-disorder,105229,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105229,okulometria,okulometria,okulometria,okulometria,okulometria,okulometria,okulometria,,,,,,
"https://www.psychiatriapolska.pl/Vergence-eye-movements-in-bipolar-disorder,105229,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105229,optometria,optometria,optometria,optometria,optometria,optometria,optometria,,,,,,
"https://www.psychiatriapolska.pl/Vergence-eye-movements-in-bipolar-disorder,105229,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105229,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Vergence-eye-movements-in-bipolar-disorder,105229,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105229,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia,neuropsychologia,neuropsychologia,,,,,,
"https://www.psychiatriapolska.pl/Vergence-eye-movements-in-bipolar-disorder,105229,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/105229,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Altered-functional-connectivity-among-frontal-eye-fields-thalamus-and-cerebellum,104445,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/104445,robak,robak,robak,robak,robak,robak,robak,,,,,,
"https://www.psychiatriapolska.pl/Altered-functional-connectivity-among-frontal-eye-fields-thalamus-and-cerebellum,104445,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/104445,neuroobrazowanie,neuroobrazowanie,neuroobrazowanie,neuroobrazowanie,neuroobrazowanie,neuroobrazowanie,neuroobrazowanie,,,,,,
"https://www.psychiatriapolska.pl/Altered-functional-connectivity-among-frontal-eye-fields-thalamus-and-cerebellum,104445,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/104445,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Altered-functional-connectivity-among-frontal-eye-fields-thalamus-and-cerebellum,104445,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/104445,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia,neuropsychologia,neuropsychologia,,,,,,
"https://www.psychiatriapolska.pl/Altered-functional-connectivity-among-frontal-eye-fields-thalamus-and-cerebellum,104445,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/104445,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/The-role-of-the-endoplasmic-reticulum-stress-in-depression,109130,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109130,depresja,depresja,depresja,depresja,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/The-role-of-the-endoplasmic-reticulum-stress-in-depression,109130,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109130,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,stres siateczki śródplazmatycznej,,,,,,
"https://www.psychiatriapolska.pl/The-role-of-the-endoplasmic-reticulum-stress-in-depression,109130,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109130,zapalenia,zapalenia,zapalenia,zapalenia,zapalenia,zapalenia,zapalenia,,,,,,
"https://www.psychiatriapolska.pl/The-role-of-the-endoplasmic-reticulum-stress-in-depression,109130,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109130,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Polymorphism-and-expression-of-the-Dvl3-gene-in-the-etiology-of-depressive-disorder,103853,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/103853,depresja,depresja,depresja,depresja,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/Polymorphism-and-expression-of-the-Dvl3-gene-in-the-etiology-of-depressive-disorder,103853,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/103853,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Mania-induced-by-antidepressants-characteristics-and-specific-phenomena-in-children,109386,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109386,mania,mania,mania,mania,mania,mania,mania,,,,,,
"https://www.psychiatriapolska.pl/Mania-induced-by-antidepressants-characteristics-and-specific-phenomena-in-children,109386,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109386,adolescent,adolescent,adolescent,adolescent,adolescent,adolescent,adolescent,,,,,,
"https://www.psychiatriapolska.pl/Mania-induced-by-antidepressants-characteristics-and-specific-phenomena-in-children,109386,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109386,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/Impulsiveness-and-cyclothymic-traits-of-affective-temperament-as-predictors-of-risky,110472,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/110472,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,choroba afektywna dwubiegunowa,,,,,,
"https://www.psychiatriapolska.pl/Impulsiveness-and-cyclothymic-traits-of-affective-temperament-as-predictors-of-risky,110472,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/OnlineFirst/110472,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Implementation-of-the-European-Psychiatric-Association-EPA-guidance-on-forensic-psychiatry,109123,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109123,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,opiniowanie sądowo-psychiatryczne,,,,,,
"https://www.psychiatriapolska.pl/Implementation-of-the-European-Psychiatric-Association-EPA-guidance-on-forensic-psychiatry,109123,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109123,wytyczne,wytyczne,wytyczne,wytyczne,wytyczne,wytyczne,wytyczne,,,,,,
"https://www.psychiatriapolska.pl/Implementation-of-the-European-Psychiatric-Association-EPA-guidance-on-forensic-psychiatry,109123,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109123,Psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,,,,,,
"https://www.psychiatriapolska.pl/Paraphilias-among-Roman-Catholic-priests-what-we-know-and-do-not-know-about-sexual,118599,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/118599,parafilie,parafilie,parafilie,parafilie,parafilie,parafilie,parafilie,,,,,,
"https://www.psychiatriapolska.pl/Paraphilias-among-Roman-Catholic-priests-what-we-know-and-do-not-know-about-sexual,118599,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/118599,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,wykorzystanie seksualne małoletnich,,,,,,
"https://www.psychiatriapolska.pl/Paraphilias-among-Roman-Catholic-priests-what-we-know-and-do-not-know-about-sexual,118599,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/118599,Psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,psychiatria sądowa,,,,,,
"https://www.psychiatriapolska.pl/Therapeutic-programs-aimed-at-developing-the-theory-of-mind-in-patients-with-autism,108493,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/108493,zaburzenia ze spektrum autyzmu,zaburzenia ze spektrum autyzmu,zaburzenia ze spektrum autyzmu,zaburzenia ze spektrum autyzmu,autyzm,autyzm,autyzm,,,,,,
"https://www.psychiatriapolska.pl/Therapeutic-programs-aimed-at-developing-the-theory-of-mind-in-patients-with-autism,108493,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/108493,trening umiejętności społecznych,trening umiejętności społecznych,trening umiejętności społecznych,trening umiejętności społecznych,trening umiejętności społecznych,trening umiejętności społecznych,trening umiejętności społecznych,,,,,,
"https://www.psychiatriapolska.pl/Therapeutic-programs-aimed-at-developing-the-theory-of-mind-in-patients-with-autism,108493,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/108493,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/Does-pop-culture-affect-perception-of-medical-procedures-Report-on-knowledge-and,109157,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/109157,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,stygmatyzacja,,,,,,
"https://www.psychiatriapolska.pl/The-program-of-psychological-and-breastfeeding-support-Maternity-step-by-step-an,105494,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/105494,depresja poporodowa,depresja poporodowa,depresja poporodowa,depresja poporodowa,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/The-program-of-psychological-and-breastfeeding-support-Maternity-step-by-step-an,105494,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/105494,dostępność psychoterapii,dostępność psychoterapii,dostępność psychoterapii,dostępność psychoterapii,psychoterapia,psychoterapia,psychoterapia,,,,,,
"https://www.psychiatriapolska.pl/The-program-of-psychological-and-breastfeeding-support-Maternity-step-by-step-an,105494,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/105494,depresja w ciąży,depresja w ciąży,depresja w ciąży,depresja w ciąży,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/The-program-of-psychological-and-breastfeeding-support-Maternity-step-by-step-an,105494,0,1.html",2020.0,54.0,3.0,https://doi.org/10.12740/PP/105494,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Editorial,119459,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/119459,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia,neuropsychologia,neuropsychologia,,,,,,
"https://www.psychiatriapolska.pl/Editorial,119459,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/119459,Farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia i farmakologia,farmakoterapia,farmakoterapia,farmakoterapia,,,,,,
"https://www.psychiatriapolska.pl/Editorial,119459,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/119459,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/Editorial,119459,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/119459,Zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,,,,,,
"https://www.psychiatriapolska.pl/Impact-of-COVID-19-pandemic-on-mental-health,120373,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/120373,zdrowie psychiczne,zdrowie psychiczne,zdrowie psychiczne,zdrowie psychiczne,zdrowie psychiczne,zdrowie psychiczne,zdrowie psychiczne,,,,,,
"https://www.psychiatriapolska.pl/The-use-of-buprenorphine-in-the-treatment-of-drug-resistant-depression-an-overview,102658,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102658,buprenorfina,buprenorfina,buprenorfina,buprenorfina,buprenorfina,buprenorfina,buprenorfina,,,,,,
"https://www.psychiatriapolska.pl/The-use-of-buprenorphine-in-the-treatment-of-drug-resistant-depression-an-overview,102658,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102658,depresja,depresja,depresja,depresja,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/The-use-of-buprenorphine-in-the-treatment-of-drug-resistant-depression-an-overview,102658,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102658,depresja lekooporna,depresja lekooporna,depresja lekooporna,depresja lekooporna,depresja,depresja,depresja,,,,,,
"https://www.psychiatriapolska.pl/The-use-of-buprenorphine-in-the-treatment-of-drug-resistant-depression-an-overview,102658,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102658,Zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,zaburzenia afektywne,,,,,,
"https://www.psychiatriapolska.pl/Nesfatin-1-in-the-neurochemistry-of-eating-disorders,102659,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102659,podwzgórze,podwzgórze,podwzgórze,podwzgórze,podwzgórze,podwzgórze,podwzgórze,,,,,,
"https://www.psychiatriapolska.pl/Nesfatin-1-in-the-neurochemistry-of-eating-disorders,102659,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102659,neuropeptydy,neuropeptydy,neuropeptydy,neuropeptydy,neuropeptydy,neuropeptydy,neuropeptydy,,,,,,
"https://www.psychiatriapolska.pl/Nesfatin-1-in-the-neurochemistry-of-eating-disorders,102659,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102659,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia,neuropsychologia,neuropsychologia,,,,,,
"https://www.psychiatriapolska.pl/Nesfatin-1-in-the-neurochemistry-of-eating-disorders,102659,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102659,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
"https://www.psychiatriapolska.pl/Nesfatin-1-in-the-neurochemistry-of-eating-disorders,102659,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/102659,Zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,zaburzenia odżywiania się,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,BED,bed,bed,bed,bed,bed,bed,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,otyłość,otyłość,otyłość,otyłość,otyłość,otyłość,otyłość,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,zaburzenia z napadami objadania się,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,Neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia i neuropsychiatria,neuropsychologia,neuropsychologia,neuropsychologia,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,Psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,psychiatria środowiskowa,,,,,,
"https://www.psychiatriapolska.pl/A-multi-perspective-analysis-of-dissemination-etiology-clinical-view-and-therapeutic,105502,0,1.html",2020.0,54.0,2.0,https://doi.org/10.12740/PP/105502,Psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,psychiatria dzieci i młodzieży,,,,,,
