journal_key,period,semantic_family,n_articles_initial,pct_articles_group_initial,n_articles_group_initial,n_articles_refined,pct_articles_group_refined,n_articles_group_refined,delta_pct_refined_minus_initial,absolute_pct_drop,relative_retention_pct
psychoanalytic_psychology,1990-2009,culture_race_social_ethics,103,16.5595,622,28.0,4.5016,622.0,-12.0579,12.0579,27.18
psychoanalytic_psychology,1990-2009,empirical_research_measurement,115,18.4887,622,93.0,14.9518,622.0,-3.5369,3.5369,80.87
psychoanalytic_psychology,1990-2009,history_theory_schools,157,25.2412,622,15.0,2.4116,622.0,-22.8296,22.8296,9.55
psychoanalytic_psychology,2010-2025,drive_conflict_defense,141,22.5962,624,141.0,22.5962,624.0,0.0,0.0,100.0
psychoanalytic_psychology,2010-2025,dream_fantasy_unconscious,89,14.2628,624,46.0,7.3718,624.0,-6.891,6.891,51.69
psychoanalytic_psychology,2010-2025,ego_self_narcissism,246,39.4231,624,104.0,16.6667,624.0,-22.7564,22.7564,42.28
psychoanalytic_psychology,2010-2025,object_relations,96,15.3846,624,71.0,11.3782,624.0,-4.0064,4.0064,73.96
psychoanalytic_psychology,2010-2025,kleinian_bionian,12,1.9231,624,12.0,1.9231,624.0,0.0,0.0,100.0
psychoanalytic_psychology,2010-2025,winnicottian_environment_holding,76,12.1795,624,13.0,2.0833,624.0,-10.0962,10.0962,17.1
psychoanalytic_psychology,2010-2025,attachment_development_infant,210,33.6538,624,142.0,22.7564,624.0,-10.8974,10.8974,67.62
psychoanalytic_psychology,2010-2025,transference_countertransference,79,12.6603,624,79.0,12.6603,624.0,0.0,0.0,100.0
psychoanalytic_psychology,2010-2025,technique_interpretation_process,102,16.3462,624,78.0,12.5,624.0,-3.8462,3.8462,76.47
psychoanalytic_psychology,2010-2025,relational_intersubjective_field,264,42.3077,624,196.0,31.4103,624.0,-10.8974,10.8974,74.24
psychoanalytic_psychology,2010-2025,trauma_dissociation_affect_regulation,212,33.9744,624,141.0,22.5962,624.0,-11.3782,11.3782,66.51
psychoanalytic_psychology,2010-2025,psychosis_borderline_primitive_states,38,6.0897,624,32.0,5.1282,624.0,-0.9615,0.9615,84.21
psychoanalytic_psychology,2010-2025,body_sexuality_gender,98,15.7051,624,80.0,12.8205,624.0,-2.8846,2.8846,81.63
psychoanalytic_psychology,2010-2025,language_narrative_symbolization,106,16.9872,624,66.0,10.5769,624.0,-6.4103,6.4103,62.26
psychoanalytic_psychology,2010-2025,culture_race_social_ethics,154,24.6795,624,80.0,12.8205,624.0,-11.859,11.859,51.95
psychoanalytic_psychology,2010-2025,empirical_research_measurement,196,31.4103,624,181.0,29.0064,624.0,-2.4039,2.4039,92.35
psychoanalytic_psychology,2010-2025,history_theory_schools,72,11.5385,624,10.0,1.6026,624.0,-9.9359,9.9359,13.89
psychoanalytic_psychotherapy,1970-1989,drive_conflict_defense,13,33.3333,39,13.0,33.3333,39.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1970-1989,dream_fantasy_unconscious,6,15.3846,39,4.0,10.2564,39.0,-5.1282,5.1282,66.67
psychoanalytic_psychotherapy,1970-1989,ego_self_narcissism,6,15.3846,39,2.0,5.1282,39.0,-10.2564,10.2564,33.33
psychoanalytic_psychotherapy,1970-1989,object_relations,13,33.3333,39,10.0,25.641,39.0,-7.6923,7.6923,76.92
psychoanalytic_psychotherapy,1970-1989,kleinian_bionian,1,2.5641,39,1.0,2.5641,39.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1970-1989,winnicottian_environment_holding,6,15.3846,39,0.0,0.0,0.0,-15.3846,15.3846,0.0
psychoanalytic_psychotherapy,1970-1989,attachment_development_infant,17,43.5897,39,10.0,25.641,39.0,-17.9487,17.9487,58.82
psychoanalytic_psychotherapy,1970-1989,transference_countertransference,6,15.3846,39,6.0,15.3846,39.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1970-1989,technique_interpretation_process,10,25.641,39,2.0,5.1282,39.0,-20.5128,20.5128,20.0
psychoanalytic_psychotherapy,1970-1989,relational_intersubjective_field,13,33.3333,39,6.0,15.3846,39.0,-17.9487,17.9487,46.15
psychoanalytic_psychotherapy,1970-1989,trauma_dissociation_affect_regulation,7,17.9487,39,1.0,2.5641,39.0,-15.3846,15.3846,14.29
psychoanalytic_psychotherapy,1970-1989,psychosis_borderline_primitive_states,9,23.0769,39,6.0,15.3846,39.0,-7.6923,7.6923,66.67
psychoanalytic_psychotherapy,1970-1989,body_sexuality_gender,4,10.2564,39,2.0,5.1282,39.0,-5.1282,5.1282,50.0
psychoanalytic_psychotherapy,1970-1989,language_narrative_symbolization,4,10.2564,39,0.0,0.0,0.0,-10.2564,10.2564,0.0
psychoanalytic_psychotherapy,1970-1989,culture_race_social_ethics,7,17.9487,39,0.0,0.0,0.0,-17.9487,17.9487,0.0
psychoanalytic_psychotherapy,1970-1989,empirical_research_measurement,6,15.3846,39,5.0,12.8205,39.0,-2.5641,2.5641,83.33
psychoanalytic_psychotherapy,1970-1989,history_theory_schools,5,12.8205,39,1.0,2.5641,39.0,-10.2564,10.2564,20.0
psychoanalytic_psychotherapy,1990-2009,drive_conflict_defense,96,24.0602,399,96.0,24.0602,399.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1990-2009,dream_fantasy_unconscious,66,16.5414,399,27.0,6.7669,399.0,-9.7745,9.7745,40.91
psychoanalytic_psychotherapy,1990-2009,ego_self_narcissism,91,22.807,399,40.0,10.0251,399.0,-12.7819,12.7819,43.96
psychoanalytic_psychotherapy,1990-2009,object_relations,98,24.5614,399,71.0,17.7945,399.0,-6.7669,6.7669,72.45
psychoanalytic_psychotherapy,1990-2009,kleinian_bionian,35,8.7719,399,35.0,8.7719,399.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1990-2009,winnicottian_environment_holding,47,11.7794,399,7.0,1.7544,399.0,-10.025,10.025,14.89
psychoanalytic_psychotherapy,1990-2009,attachment_development_infant,139,34.8371,399,78.0,19.5489,399.0,-15.2882,15.2882,56.12
psychoanalytic_psychotherapy,1990-2009,transference_countertransference,70,17.5439,399,70.0,17.5439,399.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,1990-2009,technique_interpretation_process,102,25.5639,399,40.0,10.0251,399.0,-15.5388,15.5388,39.22
psychoanalytic_psychotherapy,1990-2009,relational_intersubjective_field,106,26.5664,399,59.0,14.787,399.0,-11.7794,11.7794,55.66
psychoanalytic_psychotherapy,1990-2009,trauma_dissociation_affect_regulation,125,31.3283,399,44.0,11.0276,399.0,-20.3007,20.3007,35.2
psychoanalytic_psychotherapy,1990-2009,psychosis_borderline_primitive_states,69,17.2932,399,59.0,14.787,399.0,-2.5062,2.5062,85.51
psychoanalytic_psychotherapy,1990-2009,body_sexuality_gender,50,12.5313,399,31.0,7.7694,399.0,-4.7619,4.7619,62.0
psychoanalytic_psychotherapy,1990-2009,language_narrative_symbolization,44,11.0276,399,24.0,6.015,399.0,-5.0126,5.0126,54.54
psychoanalytic_psychotherapy,1990-2009,culture_race_social_ethics,69,17.2932,399,25.0,6.2657,399.0,-11.0275,11.0275,36.23
psychoanalytic_psychotherapy,1990-2009,empirical_research_measurement,79,19.7995,399,65.0,16.2907,399.0,-3.5088,3.5088,82.28
psychoanalytic_psychotherapy,1990-2009,history_theory_schools,33,8.2707,399,7.0,1.7544,399.0,-6.5163,6.5163,21.21
psychoanalytic_psychotherapy,2010-2025,drive_conflict_defense,85,19.6759,432,85.0,19.6759,432.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,2010-2025,dream_fantasy_unconscious,60,13.8889,432,22.0,5.0926,432.0,-8.7963,8.7963,36.67
psychoanalytic_psychotherapy,2010-2025,ego_self_narcissism,115,26.6204,432,38.0,8.7963,432.0,-17.8241,17.8241,33.04
psychoanalytic_psychotherapy,2010-2025,object_relations,80,18.5185,432,53.0,12.2685,432.0,-6.25,6.25,66.25
psychoanalytic_psychotherapy,2010-2025,kleinian_bionian,32,7.4074,432,32.0,7.4074,432.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,2010-2025,winnicottian_environment_holding,35,8.1019,432,2.0,0.463,432.0,-7.6389,7.6389,5.71
psychoanalytic_psychotherapy,2010-2025,attachment_development_infant,154,35.6481,432,89.0,20.6019,432.0,-15.0462,15.0462,57.79
psychoanalytic_psychotherapy,2010-2025,transference_countertransference,52,12.037,432,52.0,12.037,432.0,0.0,0.0,100.0
psychoanalytic_psychotherapy,2010-2025,technique_interpretation_process,96,22.2222,432,50.0,11.5741,432.0,-10.6481,10.6481,52.08
psychoanalytic_psychotherapy,2010-2025,relational_intersubjective_field,171,39.5833,432,122.0,28.2407,432.0,-11.3426,11.3426,71.34
psychoanalytic_psychotherapy,2010-2025,trauma_dissociation_affect_regulation,161,37.2685,432,78.0,18.0556,432.0,-19.2129,19.2129,48.45
psychoanalytic_psychotherapy,2010-2025,psychosis_borderline_primitive_states,58,13.4259,432,46.0,10.6481,432.0,-2.7778,2.7778,79.31
psychoanalytic_psychotherapy,2010-2025,body_sexuality_gender,66,15.2778,432,49.0,11.3426,432.0,-3.9352,3.9352,74.24
psychoanalytic_psychotherapy,2010-2025,language_narrative_symbolization,53,12.2685,432,36.0,8.3333,432.0,-3.9352,3.9352,67.92
psychoanalytic_psychotherapy,2010-2025,culture_race_social_ethics,145,33.5648,432,66.0,15.2778,432.0,-18.287,18.287,45.52
psychoanalytic_psychotherapy,2010-2025,empirical_research_measurement,142,32.8704,432,126.0,29.1667,432.0,-3.7037,3.7037,88.73
psychoanalytic_psychotherapy,2010-2025,history_theory_schools,37,8.5648,432,9.0,2.0833,432.0,-6.4815,6.4815,24.32
